species.code,genus.species,Kingdom,Phylum,Class,Order,Family,Genus,Species,trophic.group,resolution,size,vertical.stratum,feeding.reference.supplemental.table.2,link.type
S0355,Gastrophysa_viridula,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,viridula,herbivore,species,5.5,h,55; 74,1; 2
S0356,Longitarsus_atricillus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,atricillus,herbivore,species,2.5,h,55; 58,1; 2
S0357,Longitarsus_luridus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,luridus,herbivore,species,1.85,h,55; 58,1; 2
S0358,Longitarsus_lycopi,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,lycopi,herbivore,species,1.75,h,55; 58,1; 2
S0359,Longitarsus_melanocephalus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,melanocephalus,herbivore,species,2.5,h,55; 58,1; 2
S0360,Longitarsus_noricus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,noricus,herbivore,species,2.85,h,55; 58,1; 2
S0361,Longitarsus_parvulus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,parvulus,herbivore,species,1.4,h,55; 58,2
S0362,Longitarsus_pratensis,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,pratensis,herbivore,species,1.6,h,54; 55; 59,1; 2
S0363,Longitarsus_reichei,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,reichei,herbivore,species,1.75,h,60,2
S0364,Longitarsus_succineus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,succineus,herbivore,species,1.95,h,55; 58,2
S0365,Phyllotreta_atra,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,atra,herbivore,species,2.5,h,55,2; 8
S0366,Phyllotreta_nigripes,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,nigripes,herbivore,species,3,i,55,2; 8
S0367,Phyllotreta_vittula,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,vittula,herbivore,species,2,i,55,2; 8
S0368,Cassida_panzeri,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae ,Cassida,panzeri,herbivore,species,6.5,h,55,2
S0369,Cassida_rubiginosa,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae ,Cassida,rubiginosa,herbivore,species,7.25,h,55,2
S0370,Oulema (Lema)_duftschmidi,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae ,Oulema (Lema),duftschmidi,herbivore,species,4.25,h,44,2
S0371,Oulema (Lema)_gallaeciana,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae ,Oulema (Lema),gallaeciana,herbivore,species,3.5,h,44,2
S0372,Phyllotreta_undulata,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae ,Phyllotreta,undulata,herbivore,species,1.5,i,61,2
S0373,Timarcha (Chrysomela)_goettingensis,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae ,Timarcha (Chrysomela),goettingensis,herbivore,species,9.5,h,62,2
S0374,Coccinella_quinquepunctata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,quinquepunctata,predator,species,4,h,63,5.3
S0375,Coccinella_septempunctata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,septempunctata,predator,species,6.6,h,36; 46; 63; 64,5.3
S0376,Adonia_variegata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,variegata,predator,species,4.5,h,46,5.3
S0377,Hyperaspis_campestris,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hyperaspis,campestris,predator,species,3.25,h,46,5.3
S0378,Platynaspis_luteorubra,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Platynaspis,luteorubra,predator,species,3.15,i,46,5.3
S0379,Propylea_quatuordecimpunctata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea,quatuordecimpunctata,predator,species,4,i,63; 65,5.3
S0380,Psyllobora_vigintiduopunctata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,vigintiduopunctata,omnivore,species,3.75,h,46,1
S0381,Scymnus_frontalis,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,frontalis,predator,species,2.5,h,36; 63,5.3
S0382,Scymnus_haemorrhoidalis,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,haemorrhoidalis,predator,species,1.5,h,46,5.3
S0383,Tytthaspis_sedecimpunctata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Tytthaspis,sedecimpunctata,omnivore,species,3,h,35; 63,3; 5.3
S0384,Corylophus_cassidioides,Animalia,Arthropoda,Insecta,Coleoptera,Corylophidae,Corylophus,cassidioides,detritivore,species,0.75,g,46; 66,1
S0385,Sericoderus_lateralis,Animalia,Arthropoda,Insecta,Coleoptera,Corylophidae,Sericoderus,lateralis,detritivore,species,1.05,g,46; 66,1
S0386,Atomaria_analis,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,analis,omnivore,species,1.75,i,46; 67,1
S0387,Atomaria_atricapilla,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,atricapilla,omnivore,species,1.45,i,46; 67,1
S0388,Atomaria_basalis,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,basalis,omnivore,species,1.6,g,46; 67,1
S0389,Atomaria_fuscata,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,fuscata,detritivore,species,1.65,g,46; 67,1
S0390,Atomaria_linearis,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,linearis,detritivore,species,1.35,g,46; 67,1
S0391,Atomaria_nigriventris,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,nigriventris,omnivore,species,1.3,i,46; 67,1
S0392,Atomaria_sp1,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,sp1,omnivore,species,1.55,g,46; 67,1
S0393,Atomaria_sp2,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,sp2,omnivore,species,1.55,g,46; 67,1
S0394,Cryptophagus_pilosus,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Cryptophagus,pilosus,detritivore,species,2.75,g,46; 67,1
S0395,Cryptophagus_schmidti,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Cryptophagus,schmidti,detritivore,species,2.65,g,46; 67,1
S0396,Atomaria_punctithorax,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae ,Atomaria,punctithorax,detritivore,species,1.65,g,46; 67,1
S0397,Baris_lepidii,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Baris,lepidii,herbivore,species,3.5,h,46,2
S0398,Barypeithes_pellucidus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Barypeithes,pellucidus,herbivore,species,3.75,i,46,1; 2
S0399,Barypeithes_trichopterus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Barypeithes,trichopterus,herbivore,species,3.05,g,46,3
S0400,Ceutorhynchus_erysimi,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ceutorhynchus,erysimi,herbivore,species,2.3,h,46; 68; 69,2
S0401,Ceutorhynchus_floralis,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ceutorhynchus,typhae,herbivore,species,2.85,h,46; 68; 69,2
S0402,Coryssomerus_capucinus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Coryssomerus,capucinus,herbivore,species,3,h,37; 46,1; 2
S0403,Eusomus_ovulum,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Eusomus,ovulum,herbivore,species,5.75,h,19; 39; 46,1; 2
S0404,Glocianus_punctiger,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Glocianus,punctiger,herbivore,species,2.8,h,75,1
S0405,Alophus_triguttatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Graptus,triguttatus,herbivore,species,7.5,h,19; 39,1; 2
S0406,Hypera_meles,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,meles,herbivore,species,4.4,h,19; 39; 40; 68,1
S0407,Hypera_nigrirostris,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,nigrirostris,herbivore,species,3.5,h,19; 39; 40; 68,1; 2
S0408,Hypera_plantaginis,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,plantaginis,herbivore,species,4.4,h,19; 39; 40; 68,1
S0409,Hypera_postica,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,postica,herbivore,species,4.65,h,19; 39; 40; 68,1; 2
S0410,Hypera_suspiciosa,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,suspiciosa,herbivore,species,5.3,h,19; 39; 68,1; 2
S0411,Hypera_venusta,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,venusta,herbivore,species,3.3,h,19; 39; 40; 68,1; 2
S0412,Hypera_zoilus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,zoilus,herbivore,species,7.5,h,19; 39; 40; 68,2
S0413,Lepyrus_capucinus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Lepyrus,capucinus,herbivore,species,10,h,19; 39; 68,2
S0414,Limobius_borealis,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Limobius,borealis,herbivore,species,2.75,h,19; 40; 68,1
S0415,Liophloeus_tessulatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Liophloeus,tessulatus,herbivore,species,9,i,19; 68; 70,1; 2
S0416,Liparus_coronatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Liparus,coronatus,herbivore,species,10.75,h,19; 39; 68,1; 2
S0417,Mecinus_collaris,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Mecinus,collaris,herbivore,species,3.25,h,19; 39; 46,1
S0418,Gymnetron_labile,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Mecinus,labilis,herbivore,species,1.95,h,19; 39; 46,2
S0419,Gymnetron_pascuorum,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Mecinus,pascuorum,herbivore,species,1.8,h,19; 39; 46,2
S0420,Mecinus_pyraster,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Mecinus,pyraster,herbivore,species,3.4,h,19; 39; 46,1
S0421,Otiorhynchus_ligustici,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,ligustici,herbivore,species,10,i,19; 39; 40,1; 2
S0422,Otiorhynchus_raucus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,raucus,herbivore,species,6.5,i,19; 39; 40,2; 3
S0423,Phyllobius_betulinus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,betulinus,herbivore,species,5,i,19; 40; 68; 70,2
S0424,Phyllobius_roboretanus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,roboretanus,herbivore,species,4.5,i,19; 68; 71,2
S0425,Phyllobius_viridicollis,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,viridicollis,herbivore,species,5,i,19; 40; 68; 70,1; 2
S0426,Rhinoncus_castor,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhinoncus,castor,herbivore,species,3,h,9; 46,1; 2
S0427,Rhinoncus_pericarpius,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhinoncus,pericarpius,herbivore,species,2.95,h,9; 46,1
S0428,Sciaphilus_asperatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sciaphilus,asperatus,herbivore,species,5,h,19; 39; 70,2
S0429,Sitona_hispidulus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,hispidulus,herbivore,species,4,i,9; 47; 76,1
S0430,Sitona_humeralis,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,humeralis,herbivore,species,4.25,i,19; 35; 39; 72; 76,1
S0431,Sitona_languidus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,languidus,herbivore,species,3.75,i,19; 76,1; 2
S0432,Sitona_lepidus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,lepidus,herbivore,species,5.25,h,19; 39; 68; 76,1; 2
S0433,Sitona_lineatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,lineatus,herbivore,species,4,h,19; 39; 70; 76,1; 2
S0434,Sitona_crinitus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,macularius,herbivore,species,3.75,i,19; 35; 70,1; 2
S0435,Sitona_sulcifrons,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,sulcifrons,herbivore,species,3.5,h,19; 76,1; 2
S0436,Sitona_suturalis,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,suturalis,herbivore,species,4.25,h,19; 39; 68; 70; 76,1; 2
S0437,Sitona_waterhousei,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,waterhousei,herbivore,species,4,h,19; 39; 68; 70; 76,1; 2
S0438,Tanymecus_palliatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Tanymecus,palliatus,herbivore,species,12,h,19; 35; 39; 68,1; 2
S0439,Trachyphloeus_aristatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trachyphloeus,aristatus,herbivore,species,2.75,i,19; 39; 70,1; 2
S0440,Trichosirocalus_troglodytes,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trichosirocalus,troglodytes,herbivore,species,2.6,h,19; 49,1
S0441,Tychius_junceus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Tychius,junceus,herbivore,species,2.15,h,19; 39; 46; 76,1; 2
S0442,Tychius_picirostris,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Tychius,picirostris,herbivore,species,2.15,h,19; 39; 46; 76,1; 2
S0443,Tychius_pusillus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Tychius,pusillus,herbivore,species,2,h,19; 39; 46; 76,1; 2
S0444,Tychius_stephensi,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Tychius,stephensi,herbivore,species,2.25,h,19; 39; 46; 76,1; 2
S0445,Zacladus_geranii,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Zacladus,geranii,herbivore,species,2.85,h,68; 77,1
S0446,Hadroplontus_litura,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae ,Hadroplontus,litura,herbivore,species,3.35,h,19; 35; 46; 76,2
S0447,Phyllobius (Subphyllobius)_parvulus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae ,Phyllobius,parvulus,herbivore,species,4.5,h,19; 40; 68; 70,2; 3
S0448,Dermestes_laniarius,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,laniarius,detritivore,species,7.25,g,34; 46,1
S0449,Adrastus_rachifer,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Adrastus,rachifer,herbivore,species,3.6,h,46,1; 3
S0450,Agriotes_obscurus,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Agriotes,obscurus,omnivore,species,8.75,h,46,2; 1; 3
S0451,Agriotes_sputator,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Agriotes,sputator,omnivore,species,7.25,h,46,2; 1; 3
S0452,Agrypnus_murinus,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Agrypnus,murinus,omnivore,species,14.5,g,46,1; 3; 5.1
S0453,Athous_bicolor,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,bicolor,herbivore,species,9.5,g,46,1; 3
S0454,Hemicrepidius_hirtus,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Hemicrepidius,hirtus,herbivore,species,12.25,g,46,1; 3
S0455,Hemicrepidius_niger,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Hemicrepidius,niger,herbivore,species,12,i,46,1; 3
S0456,Oedostethus_quadripustulatus,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Oedostethus,quadripustulatus,omnivore,species,3.25,i,46,1
S0457,Odonteus_armiger,Animalia,Arthropoda,Insecta,Coleoptera,Geotrupidae,Odontaeus,armiger,omnivore,species,8.5,g,46,1
S0458,Margarinotus_carbonarius,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Margarinotus,carbonarius,predator,species,4.5,g,47,2
S0459,Margarinotus_purpurascens,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Margarinotus,purpurascens,predator,species,4.5,g,47,2
S0460,Helophorus_griseus,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helophorus,griseus,omnivore,species,2.95,g,47,2; 3; 5.1
S0461,Helophorus_nubilus,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helophorus,nubilus,omnivore,species,3.5,g,47,2; 3; 5.1
S0462,Megasternum_boletophagum,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Megasternum,boletophagum,detritivore,species,2,g,47,1; 5.1
S0463,Megasternum_obscurum,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Megasternum,obscurum,omnivore,species,1.95,g,47,1; 2; 5.1
S0464,Brachypterus_glaber,Animalia,Arthropoda,Insecta,Coleoptera,Kateretidae,Brachypterus,glaber,omnivore,species,2.1,h,47,1
S0465,Corticarina_fuscula,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticarina,fuscula,detritivore,species,1.65,g,47,1
S0466,Cortinicara_gibbosa,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Cortinicara,gibbosa,detritivore,species,1.3,g,47,1
S0467,Enicmus_histrio,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Enicmus,histrio,detritivore,species,1.75,g,47,1
S0468,Enicmus_transversus,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Enicmus,transversus,detritivore,species,2,g,47,1
S0469,Lathridius_lardarius,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Stephostethus,lardarius,detritivore,species,2.55,g,47,1
S0470,Catops_nigriclavis,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Catops,nigriclavis,omnivore,species,4,g,19; 34; 68,1
S0471,Choleva_oblonga,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Choleva,oblonga,omnivore,species,5,g,19; 34; 68,1
S0472,Liocyrtusa_minuta,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Liocyrtusa,minuta,detritivore,species,2,g,19; 34; 68,1
S0473,Liocyrtusa_pauxilla,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Liocyrtusa,pauxilla,omnivore,species,2,i,19; 34; 68,1
S0474,Ptomaphagus_sericatus,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Ptomaphagus,sericatus,detritivore,species,2.85,g,19; 34; 68,1
S0475,Ptomaphagus_subvillosus,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Ptomaphagus,subvillosus,omnivore,species,3.15,g,19; 34; 68,1
S0476,Ptomaphagus_varicornis,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Ptomaphagus,varicornis,omnivore,species,2.85,g,19; 34; 68,1
S0477,Sciodrepoides_watsoni,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Sciodrepoides,watsoni,omnivore,species,3.05,g,19; 34; 68,1
S0478,Malachius_bipustulatus,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Malachius,bipustulatus,omnivore,species,5.5,h,34; 46,2; 5.2
S0479,Malachius_viridis,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Malachius,viridis,omnivore,species,4.5,h,34; 46,2; 5.2
S0480,Mordellistena_falsoparvula,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,falsoparvula,omnivore,species,6,i,19; 34; 46,1; 2
S0481,Mordellistena_parvula,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,parvula,omnivore,species,6,i,19; 34; 46,1; 2
S0482,Meligethes_erythropus,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Genistogethes,carinulatus,herbivore,species,2.2,h,19; 34; 46; 79,1; 2
S0483,Glischrochilus_quadrisignatus,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Glischrochilus,quadrisignatus,herbivore,species,6,i,46,2
S0484,Meligethes_aeneus,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Meligethes,aeneus,herbivore,species,2.1,h,36; 46; 79; 80; 81,1; 2
S0485,Meligethes_nigrescens,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Meligethes,nigrescens,herbivore,species,2.1,h,19; 46; 79,1; 2
S0486,Oedemera_lurida,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,lurida,herbivore,species,6,h,46; 82,2
S0487,Oedemera_virescens,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae ,Oedemera,virescens,herbivore,species,9.5,h,46; 82,2
S0488,Olibrus_affinis,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Olibrus,affinis,herbivore,species,2.2,h,34; 46; 75,1; 2
S0489,Olibrus_bicolor,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Olibrus,bicolor,herbivore,species,2.75,h,34; 46; 75,1; 2
S0490,Acrotrichis_fascicularis,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,Acrotrichis,fascicularis,omnivore,species,0.9,g,34; 46,1
S0491,Acrotrichis_sitkaensis,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,Acrotrichis,sitkaensis,omnivore,species,1,g,34; 46,1
S0492,Amphimallon_solstitiale,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Amphimallon,solstitiale,herbivore,species,16,i,34; 46,3
S0493,Onthophagus_ovatus,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,ovatus,omnivore,species,5,g,34; 46; 83,1
S0494,Hylastinus_obscurus,Animalia,Arthropoda,Insecta,Coleoptera,Scolytidae,Hylastinus,obscurus,herbivore,species,2.25,h,34; 47; 73,1; 2
S0495,Nicrophorus_vespillo,Animalia,Arthropoda,Insecta,Coleoptera,Siliphidae,Nicrophorus,vespillo,omnivore,species,17,g,34; 47,1
S0496,Silpha_obscura,Animalia,Arthropoda,Insecta,Coleoptera,Siliphidae,Silpha,obscura,predator,species,15,g,34; 47,1
S0497,Silpha_tristis,Animalia,Arthropoda,Insecta,Coleoptera,Siliphidae,Silpha,tristis,omnivore,species,15,g,34; 47,1
S0498,Acrotona_parvula,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Acronota,parvula,detritivore,species,2,g,34; 47,1; 5.1
S0499,Aleochara_bilineata,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,bilineata,omnivore,species,4,g,34; 47,1; 2
S0500,Aleochara_bipustulata,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,bipustulata,predator,species,3.25,g,34; 47,1; 2
S0501,Aleochara_curtula,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,curtula,predator,species,6,g,34; 47,1; 2
S0502,Aleochara_ruficornis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,ruficornis,omnivore,species,4.5,g,34; 47,1; 2
S0503,Aleuonota_gracilenta,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleuonota,gracilenta,predator,species,2.6,g,34; 47,1; 5.1
S0504,Aloconota_gregaria,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aloconota,gregaria,predator,species,3.25,g,34; 47,1; 5.1
S0505,Amischa_analis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Amischa,analis,predator,species,2.25,g,34; 47,1; 5.1
S0506,Amischa_decipiens,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Amischa,decipiens,predator,species,2.1,g,34; 47,1; 5.1
S0507,Anaulacaspis_nigra,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anaulacaspis,nigra,predator,species,2.75,g,34; 47,1; 5.1
S0508,Anotylus_hamatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus,hamatus,omnivore,species,1.5,g,34; 47,2; 5.1
S0509,Anotylus_insecatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus,insecatus,omnivore,species,4.25,g,34; 47,2; 5.1
S0510,Anotylus_inustus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus,inustus,omnivore,species,3.5,g,34; 47,2; 5.1
S0511,Anotylus_rugosus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus,rugosus,omnivore,species,5,g,34; 47,2; 5.1
S0512,Anotylus_sculpturatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus,sculpturatus,omnivore,species,4,g,34; 47,2; 5.1
S0513,Anotylus_tetracarinatus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus,tetracarinatus,omnivore,species,2.95,g,34; 47,2; 5.1
S0514,Atheta_amicula,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,amicula,omnivore,species,1.8,h,34; 47; 84,2; 5.1
S0515,Atheta_cauda,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,cauta,detritivore,species,3.5,g,34; 47; 84,2; 5.1
S0516,Atheta_crassicornis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,crassicornis,predator,species,3.5,i,34; 47; 84,2; 5.1
S0517,Atheta_elongatula,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,elongatula,detritivore,species,3.25,g,34; 47; 84,2; 5.1
S0518,Atheta_fungi,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,fungi,detritivore,species,2.6,g,34; 47; 84,2; 5.1
S0519,Atheta_fungicola,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,fungicola,predator,species,3.5,i,34; 47; 84,2; 5.1
S0520,Atheta_laticollis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,laticollis,detritivore,species,2.5,g,34; 47; 84,2; 5.1
S0521,Atheta_myrmecobia,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,myrmecobia,detritivore,species,2.4,g,34; 47; 84,2; 5.1
S0522,Atheta_oblita,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,oblita,detritivore,species,2.2,g,34; 47; 84,2; 5.1
S0523,Atheta_orbata,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,orbata,detritivore,species,2.5,g,34; 47; 84,2; 5.1
S0524,Atheta_palustris,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,palustris,predator,species,3.5,i,34; 47; 84,2; 5.1
S0525,Atheta_triangulum,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atheta,triangulum,detritivore,species,3.14,g,34; 47; 84,2; 5.1
