REARING_NUMBER;date;sp_taxon_1;sp_taxon_2;value;attr;lat;lon;type
2008SZ07Halien;2008-07-12;Phyllocolpa alienata;Adelognathus pusillus;1;Number of parasited galls;50,23333333;8,966666667;parasitism
2008SZ07Halien;2008-07-12;Phyllocolpa alienata;Chrysocharis elongata;1;Number of parasited galls;50,23333333;8,966666667;parasitism
2008SZ08Heryth;2008-07-12;Phyllocolpa erythropyga;Chrysocharis elongata;1;Number of parasited galls;50,23333333;8,966666667;parasitism
2008SZ08Heryth;2008-07-12;Salix aurita;Phyllocolpa erythropyga;42;Number of galls;50,23333333;8,966666667;parasitism
2008SZ09Hplicg;2008-08-12;Phyllocolpa plicaglauca;Rhinotorus brachycerus;5;Number of parasited galls;62,95;9,533333333;parasitism
2008SZ09Hplicg;2008-08-12;Phyllocolpa plicaglauca;Eridolius frontator;3;Number of parasited galls;62,95;9,533333333;parasitism
2008SZ09Hplicg;2008-08-12;Salix glauca;Phyllocolpa plicaglauca;213;Number of galls;62,95;9,533333333;parasitism
2008SZ09Hplicg;2008-08-12;Phyllocolpa plicaglauca;Chrysocharis elongata;14;Number of parasited galls;62,95;9,533333333;parasitism
2008SZ10Hnudip;2008-08-08;Salix phylicifolia;Phyllocolpa nudipectus;5;Number of galls;61,91666667;10,05;parasitism
2008SZ10Hnudip;2008-08-08;Phyllocolpa nudipectus;Chrysocharis elongata;1;Number of parasited galls;61,91666667;10,05;parasitism
2008SZ11Hnudip;2008-08-05;Salix phylicifolia;Phyllocolpa nudipectus;3;Number of galls;61,35;10,05;parasitism
2008SZ12Hanoma;2008-08-09;Salix caprea;Phyllocolpa anomaloptera;3;Number of galls;62,66666667;11,75;parasitism
2008SZ13Hischn;2008-08-08;Salix myrsinifolia;Phyllocolpa ischnocera;12;Number of galls;61,91666667;10,05;parasitism
2008SZ14Hsglau;2008-08-09;Salix glauca;Phyllocolpa Ph. sp.n. / S. glauca;2;Number of galls;62,66666667;11,75;parasitism
2008SZ15Hplicg;2008-08-10;Salix glauca;Phyllocolpa plicaglauca;13;Number of galls;62,9;11,88333333;parasitism
2008SZ16Hacuti;2008-08-08;Salix lapponum;Phyllocolpa acutiserra;12;Number of galls;61,33333333;10,3;parasitism
2008SZ17Hplicg;2008-08-08;Salix glauca;Phyllocolpa plicaglauca;10;Number of galls;61,33333333;10,3;parasitism
2008SZ17Hplicg;2008-08-08;Phyllocolpa plicaglauca;Chrysocharis elongata;4;Number of parasited galls;61,33333333;10,3;parasitism
2008SZ18Hsglau;2008-08-12;Salix glauca;Phyllocolpa Ph. sp.n. / S. glauca;42;Number of galls;62,95;9,533333333;parasitism
2008SZ18Hsglau;2008-08-12;Phyllocolpa Ph. sp.n. / S. glauca;Chrysocharis elongata;4;Number of parasited galls;62,95;9,533333333;parasitism
2008SZ19Hplicg;2008-08-08;Salix glauca;Phyllocolpa plicaglauca;21;Number of galls;61,91666667;10,05;parasitism
2008SZ19Hplicg;2008-08-08;Phyllocolpa plicaglauca;Chrysocharis elongata;4;Number of parasited galls;61,91666667;10,05;parasitism
2008SZ20Hsglau;2008-08-17;Salix glauca;Phyllocolpa Ph. sp.n. / S. glauca;7;Number of galls;61,06666667;6,583333333;parasitism
2008SZ21Hplicg;2008-08-19;Salix glauca;Phyllocolpa plicaglauca;8;Number of galls;59,81666667;6,733333333;parasitism
2008SZ22Hacuti;2008-08-12;Salix lapponum;Phyllocolpa acutiserra;17;Number of galls;62,95;9,533333333;parasitism
2008SZ23Hischn;2008-08-05;Phyllocolpa ischnocera;Shawiana lapponica;2;Number of parasited galls;61,35;10,05;parasitism
2008SZ23Hischn;2008-08-05;Salix myrsinifolia;Phyllocolpa ischnocera;21;Number of galls;61,35;10,05;parasitism
2008SZ24Hischn;2008-08-10;Salix myrsinifolia;Phyllocolpa ischnocera;31;Number of galls;62,9;11,88333333;parasitism
2008SZ25Hplicg;2008-08-09;Salix glauca;Phyllocolpa plicaglauca;48;Number of galls;62,66666667;11,75;parasitism
2008SZ25Hplicg;2008-08-09;Phyllocolpa plicaglauca;Chalcidoidea indet.;3;Number of parasited galls;62,66666667;11,75;parasitism
2008SZ25Hplicg;2008-08-09;Phyllocolpa plicaglauca;Chrysocharis elongata;11;Number of parasited galls;62,66666667;11,75;parasitism
2008SZ26Halien;2008-08-18;Salix aurita;Phyllocolpa alienata;130;Number of galls;60,36666667;5,983333333;parasitism
2008SZ26Halien;2008-08-18;Phyllocolpa alienata;Chrysocharis elongata;1;Number of parasited galls;60,36666667;5,983333333;parasitism
2008SZ26Halien;2008-08-18;Phyllocolpa alienata;Lathrostizus/Olesicampe sp.;1;Number of parasited galls;60,36666667;5,983333333;parasitism
2008SZ26Halien;2008-08-18;Phyllocolpa alienata;Saotis morleyi;9;Number of parasited galls;60,36666667;5,983333333;parasitism
2008SZ26Halien;2008-08-18;Phyllocolpa alienata;Saotis sp.;1;Number of parasited galls;60,36666667;5,983333333;parasitism
2008SZ26Halien;2008-08-18;Phyllocolpa alienata;Adelognathus sp.;1;Number of parasited galls;60,36666667;5,983333333;parasitism
2008SZ27Heryth;2008-08-19;Salix aurita;Phyllocolpa erythropyga;90;Number of galls;59,91666667;6,566666667;parasitism
2008SZ28Hplicl;2008-08-19;Salix lapponum;Phyllocolpa plicalapponum;85;Number of galls;59,81666667;6,733333333;parasitism
2008SZ28Hplicl;2008-08-19;Phyllocolpa plicalapponum;Lathrostizus punctipes;3;Number of parasited galls;59,81666667;6,733333333;parasitism
2008SZ29Hplicl;2008-08-12;Phyllocolpa plicalapponum;Rhinotorus brachycerus;1;Number of parasited galls;62,95;9,533333333;parasitism
2008SZ29Hplicl;2008-08-12;Phyllocolpa plicalapponum;Chrysocharis elongata;19;Number of parasited galls;62,95;9,533333333;parasitism
2008SZ29Hplicl;2008-08-12;Salix lapponum;Phyllocolpa plicalapponum;212;Number of galls;62,95;9,533333333;parasitism
2008SZ30Halien;2008-08-19;Salix aurita;Phyllocolpa alienata;82;Number of galls;59,91666667;6,566666667;parasitism
2008SZ30Halien;2008-08-19;Phyllocolpa alienata;Lathrostizus punctipes;6;Number of parasited galls;59,91666667;6,566666667;parasitism
2008SZ30Halien;2008-08-19;Phyllocolpa alienata;Adelognathus sp.;3;Number of parasited galls;59,91666667;6,566666667;parasitism
2008SZ31Hnudip;2008-08-18;Phyllocolpa nudipectus;Chrysocharis elongata;1;Number of parasited galls;60,36666667;5,983333333;parasitism
2008SZ31Hnudip;2008-08-18;Salix phylicifolia;Phyllocolpa nudipectus;98;Number of galls;60,36666667;5,983333333;parasitism
2008SZ32Hplicg;2008-08-17;Salix glauca;Phyllocolpa plicaglauca;33;Number of galls;61,06666667;6,583333333;parasitism
2008SZ33Hischn;2008-08-14;Salix myrsinifolia;Phyllocolpa ischnocera;26;Number of galls;61,95;9,266666667;parasitism
2008SZ34Hischn;2008-08-12;Salix myrsinifolia;Phyllocolpa ischnocera;11;Number of galls;62,95;9,533333333;parasitism
2008SZ35Hleuco;2008-08-18;Salix caprea;Phyllocolpa leucosticta;34;Number of galls;60,36666667;5,983333333;parasitism
2008SZ36Hplicl;2008-08-18;Phyllocolpa plicalapponum;Saotis morleyi;1;Number of parasited galls;60,36666667;5,983333333;parasitism
2008SZ36Hplicl;2008-08-18;Salix lapponum;Phyllocolpa plicalapponum;93;Number of galls;60,36666667;5,983333333;parasitism
2008SZ36Hplicl;2008-08-18;Phyllocolpa plicalapponum;Chrysocharis elongata;24;Number of parasited galls;60,36666667;5,983333333;parasitism
200901A-JOviril;2009-06-08;Salix purpurea;Pontania virilis;39;Number of galls;46,36666667;11,33333333;parasitism
200901A-JOviril;2009-06-08;Pontania virilis;Chalcidoidea indet.;4;Number of parasited galls;46,36666667;11,33333333;parasitism
200901A-JOviril;2009-06-08;Pontania virilis;Scambus vesicarius;11;Number of parasited galls;46,36666667;11,33333333;parasitism
200901A-JOviril;2009-06-08;Pontania virilis;Apion minimum;8;Number of parasited galls;46,36666667;11,33333333;commensalism
200942A-42L1Eweiff;2009-11-25;Euura weiffenbachii;Eurytoma salicis;18;Number of parasited galls;55,81666667;8,2;parasitism
200942A-42L1Eweiff;2009-11-25;Salix repens;Euura weiffenbachii;114;Number of galls;55,81666667;8,2;parasitism
200942A-42L1Eweiff;2009-11-25;Euura weiffenbachii;Chalcidoidea indet.;2;Number of parasited galls;55,81666667;8,2;parasitism
200942A-42L1Eweiff;2009-11-25;Euura weiffenbachii;Bracon sp.;2;Number of parasited galls;55,81666667;8,2;parasitism
200942A-42L1Eweiff;2009-11-25;Euura weiffenbachii;Scambus vesicarius;17;Number of parasited galls;55,81666667;8,2;parasitism
200942A-42L1Eweiff;2009-11-25;Euura weiffenbachii;Tetrastichus sp.;12;Number of parasited galls;55,81666667;8,2;parasitism
200944A-45LEweiff;2009-11-30;Salix repens;Euura weiffenbachii;178;Number of galls;54,26666667;8,666666667;parasitism
200944A-45LEweiff;2009-11-30;Euura weiffenbachii;Pteromalus cyniphidis;12;Number of parasited galls;54,26666667;8,666666667;parasitism
200944A-45LEweiff;2009-11-30;Euura weiffenbachii;Eurytoma salicis;91;Number of parasited galls;54,26666667;8,666666667;parasitism
200944A-45LEweiff;2009-11-30;Euura weiffenbachii;Scambus vesicarius;18;Number of parasited galls;54,26666667;8,666666667;parasitism
200944A-45LEweiff;2009-11-30;Euura weiffenbachii;Bracon sp.;2;Number of parasited galls;54,26666667;8,666666667;parasitism
200944A-45LEweiff;2009-11-30;Euura weiffenbachii;Torymus sp.;1;Number of parasited galls;54,26666667;8,666666667;parasitism
200944A-45LEweiff;2009-11-30;Euura weiffenbachii;Gambrus ornatus;3;Number of parasited galls;54,26666667;8,666666667;parasitism
2009SZ01Hanoma;2009-06-11;Salix caprea;Phyllocolpa anomaloptera;29;Number of galls;46,26666667;11,18333333;parasitism
2009SZ02Hleuco;2009-06-11;Salix caprea;Phyllocolpa leucosticta;78;Number of galls;46,26666667;11,18333333;parasitism
2009SZ03Hleuco;2009-06-09;Salix caprea;Phyllocolpa leucosticta;16;Number of galls;46,58333333;11,06666667;parasitism
2009SZ04Hanoma;2009-06-09;Salix caprea;Phyllocolpa anomaloptera;40;Number of galls;46,58333333;11,06666667;parasitism
2009SZ05Hleuco;2009-06-08;Salix caprea;Phyllocolpa leucosticta;24;Number of galls;46,31666667;11,35;parasitism
2009SZ06Hanoma;2009-06-08;Salix caprea;Phyllocolpa anomaloptera;48;Number of galls;46,31666667;11,35;parasitism
2009SZ06Hanoma;2009-06-08;Phyllocolpa anomaloptera;Chrysocharis elongata;4;Number of parasited galls;46,31666667;11,35;parasitism
2009SZ07Hanoma;2009-06-06;Phyllocolpa anomaloptera;Braconidae indet.;3;Number of parasited galls;46,4;11,2;parasitism
2009SZ07Hanoma;2009-06-06;Salix caprea;Phyllocolpa anomaloptera;59;Number of galls;46,4;11,2;parasitism
2009SZ08Hleuco;2009-06-06;Phyllocolpa leucosticta;Colastes flavitarsis;1;Number of parasited galls;46,4;11,2;parasitism
2009SZ08Hleuco;2009-06-06;Salix caprea;Phyllocolpa leucosticta;66;Number of galls;46,4;11,2;parasitism
2009SZ09Hspira;2009-06-08;Salix appendiculata;Phyllocolpa spirappendiculata;42;Number of galls;46,35;11,4;parasitism
2009SZ09Hspira;2009-06-08;Phyllocolpa spirappendiculata;Chalcidoidea indet.;1;Number of parasited galls;46,35;11,4;parasitism
2009SZ10Hpurpu;2009-06-08;Salix purpurea;Phyllocolpa purpureae;94;Number of galls;46,36666667;11,33333333;parasitism
2009SZ10Hpurpu;2009-06-08;Phyllocolpa purpureae;Chrysocharis elongata;1;Number of parasited galls;46,36666667;11,33333333;parasitism
2009SZ10Hpurpu;2009-06-08;Phyllocolpa purpureae;Chalcidoidea indet.;3;Number of parasited galls;46,36666667;11,33333333;parasitism
2009SZ11Hleuca;2009-06-28;Phyllocolpa leucapsis;Chrysocharis elongata;3;Number of parasited galls;54,21666667;10,23333333;parasitism
2009SZ11Hleuca;2009-06-28;Salix cinerea;Phyllocolpa leucapsis;46;Number of galls;54,21666667;10,23333333;parasitism
2009SZ12Hpolit;2009-06-29;Salix purpurea;Phyllocolpa polita;8;Number of galls;54,33333333;10,18333333;parasitism
2009SZ13Hleuca;2009-06-26;Salix cinerea;Phyllocolpa leucapsis;83;Number of galls;54,3;10,21666667;parasitism
2009SZ13Hleuca;2009-06-26;Phyllocolpa leucapsis;Saotis morleyi;1;Number of parasited galls;54,3;10,21666667;parasitism
2009SZ14Hpruss;2009-06-27;Salix cinerea;Phyllocolpa prussica;63;Number of galls;54,3;10,15;parasitism
2009SZ15Hangli;2009-06-27;Phyllocolpa anglica;Adelognathus pusillus;1;Number of parasited galls;54,3;10,15;parasitism
2009SZ15Hangli;2009-06-27;Salix viminalis;Phyllocolpa anglica;101;Number of galls;54,3;10,15;parasitism
2009SZ16Hpruss;2009-06-28;Phyllocolpa prussica;Adelognathus pusillus;2;Number of parasited galls;54,21666667;10,23333333;parasitism
2009SZ16Hpruss;2009-06-28;Salix cinerea;Phyllocolpa prussica;58;Number of galls;54,21666667;10,23333333;parasitism
2009SZ16Hpruss;2009-06-28;Phyllocolpa prussica;Chrysocharis elongata;2;Number of parasited galls;54,21666667;10,23333333;parasitism
2009SZ17Hpruss;2009-06-26;Salix cinerea;Phyllocolpa prussica;47;Number of galls;54,3;10,21666667;parasitism
2009SZ18Hpruss;2009-06-29;Phyllocolpa prussica;Chrysocharis elongata;1;Number of parasited galls;54,33333333;10,18333333;parasitism
2009SZ18Hpruss;2009-06-29;Salix cinerea;Phyllocolpa prussica;54;Number of galls;54,33333333;10,18333333;parasitism
2009SZ19Hangli;2009-06-29;Salix viminalis;Phyllocolpa anglica;133;Number of galls;54,33333333;10,18333333;parasitism
2009SZ20Hleuca;2009-06-27;Salix cinerea;Phyllocolpa leucapsis;164;Number of galls;54,3;10,15;parasitism
2009SZ20Hleuca;2009-06-27;Phyllocolpa leucapsis;Chrysocharis elongata;6;Number of parasited galls;54,3;10,15;parasitism
2009SZ21Hleuca;2009-06-29;Salix cinerea;Phyllocolpa leucapsis;81;Number of galls;54,33333333;10,18333333;parasitism
2009SZ22Hpruss;2009-07-12;Salix cinerea;Phyllocolpa prussica;69;Number of galls;50,23333333;8,966666667;parasitism
2009SZ23Hleuca;2009-07-12;Phyllocolpa leucapsis;Adelognathus pusillus;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2009SZ23Hleuca;2009-07-12;Salix cinerea;Phyllocolpa leucapsis;18;Number of galls;50,23333333;8,966666667;parasitism
2009SZ24Halien;2009-07-12;Salix aurita;Phyllocolpa alienata;67;Number of galls;50,23333333;8,966666667;parasitism
2009SZ24Halien;2009-07-12;Phyllocolpa alienata;Chrysocharis elongata;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2009SZ24Halien;2009-07-12;Phyllocolpa alienata;Adelognathus pusillus;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2009SZ25Heryth;2009-07-12;Phyllocolpa erythropyga;Ichneumonidae indet.;1;Number of parasited galls;50,23333333;8,966666667;parasitism
2009SZ25Heryth;2009-07-12;Phyllocolpa erythropyga;Chrysocharis elongata;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2009SZ25Heryth;2009-07-12;Phyllocolpa erythropyga;Chalcidoidea indet.;1;Number of parasited galls;50,23333333;8,966666667;parasitism
2009SZ25Heryth;2009-07-12;Salix aurita;Phyllocolpa erythropyga;68;Number of galls;50,23333333;8,966666667;parasitism
2009SZ28Hpruss;2009-08-27;Salix cinerea;Phyllocolpa prussica;67;Number of galls;54,43333333;12,58333333;parasitism
2009SZ29Hpruss;2009-08-22;Salix cinerea;Phyllocolpa prussica;95;Number of galls;54,38333333;12,41666667;parasitism
2009SZ30Halien;2009-08-26;Salix aurita;Phyllocolpa alienata;38;Number of galls;54,38333333;12,55;parasitism
2009SZ31Heryth;2009-08-26;Phyllocolpa erythropyga;Adelognathus pusillus;1;Number of parasited galls;54,38333333;12,55;parasitism
2009SZ31Heryth;2009-08-26;Salix aurita;Phyllocolpa erythropyga;127;Number of galls;54,38333333;12,55;parasitism
2009SZ31Heryth;2009-08-26;Phyllocolpa erythropyga;Chrysocharis elongata;1;Number of parasited galls;54,38333333;12,55;parasitism
2009SZ31Heryth;2009-08-26;Phyllocolpa erythropyga;Diaparsis stramineipes;1;Number of parasited galls;54,38333333;12,55;parasitism
2010SZ01Hleuca;2010-06-20;Salix cinerea;Phyllocolpa leucapsis;69;Number of galls;55,55;8,133333333;parasitism
2010SZ01Hleuca;2010-06-20;Phyllocolpa leucapsis;Chrysocharis elongata;2;Number of parasited galls;55,55;8,133333333;parasitism
2010SZ02Hpruss;2010-06-27;Salix cinerea;Phyllocolpa prussica;25;Number of galls;55,61666667;8,116666667;parasitism
2010SZ03Hpruss;2010-06-25;Salix cinerea;Phyllocolpa prussica;30;Number of galls;55,81666667;8,2;parasitism
2010SZ03Hpruss;2010-06-25;Phyllocolpa prussica;Chrysocharis elongata;3;Number of parasited galls;55,81666667;8,2;parasitism
2010SZ04Hleuca;2010-06-25;Salix cinerea;Phyllocolpa leucapsis;49;Number of galls;55,81666667;8,2;parasitism
2010SZ04Hleuca;2010-06-25;Phyllocolpa leucapsis;Chrysocharis elongata;6;Number of parasited galls;55,81666667;8,2;parasitism
2010SZ05Hpruss;2010-06-21;Salix cinerea;Phyllocolpa prussica;34;Number of galls;55,48333333;8,433333333;parasitism
2010SZ06Hleuca;2010-06-25;Salix cinerea;Phyllocolpa leucapsis;72;Number of galls;55,48333333;8,433333333;parasitism
2010SZ07Hangli;2010-06-25;Salix viminalis;Phyllocolpa anglica;109;Number of galls;55,81666667;8,2;parasitism
2010SZ08Hleuca;2010-06-27;Phyllocolpa leucapsis;Chrysocharis elongata;1;Number of parasited galls;55,61666667;8,116666667;parasitism
2010SZ08Hleuca;2010-06-27;Salix cinerea;Phyllocolpa leucapsis;21;Number of galls;55,61666667;8,116666667;parasitism
2010SZ09Hangli;2010-06-27;Salix viminalis;Phyllocolpa anglica;66;Number of galls;55,61666667;8,116666667;parasitism
2010SZ09Hangli;2010-06-27;Phyllocolpa anglica;Ichneumonidae indet.;1;Number of parasited galls;55,61666667;8,116666667;parasitism
2010SZ20Hplicg;2010-08-05;Salix glauca;Phyllocolpa plicaglauca;14;Number of galls;61,5;9,483333333;parasitism
2010SZ20Hplicg;2010-08-05;Phyllocolpa plicaglauca;Chrysocharis elongata;1;Number of parasited galls;61,5;9,483333333;parasitism
2010SZ21Hplicg;2010-08-05;Phyllocolpa plicaglauca;Chrysocharis elongata;17;Number of parasited galls;61,33333333;10,3;parasitism
2010SZ21Hplicg;2010-08-05;Salix glauca;Phyllocolpa plicaglauca;70;Number of galls;61,33333333;10,3;parasitism
2010SZ22Hacuti;2010-08-05;Phyllocolpa acutiserra;Chrysocharis elongata;3;Number of parasited galls;61,33333333;10,3;parasitism
2010SZ22Hacuti;2010-08-05;Salix lapponum;Phyllocolpa acutiserra;23;Number of galls;61,33333333;10,3;parasitism
2010SZ23Hischn;2010-08-04;Salix myrsinifolia;Phyllocolpa ischnocera;73;Number of galls;61,35;10,05;parasitism
2010SZ23Hischn;2010-08-04;Phyllocolpa ischnocera;Adelognathus pusillus;1;Number of parasited galls;61,35;10,05;parasitism
2010SZ24Hacuti;2010-08-05;Salix lapponum;Phyllocolpa acutiserra;24;Number of galls;61,5;9,483333333;parasitism
2010SZ25Hplicl;2010-08-07;Salix lapponum;Phyllocolpa plicalapponum;212;Number of galls;62,95;9,533333333;parasitism
2010SZ25Hplicl;2010-08-07;Phyllocolpa plicalapponum;Ichneumonidae indet.;1;Number of parasited galls;62,95;9,533333333;parasitism
2010SZ25Hplicl;2010-08-07;Phyllocolpa plicalapponum;Chrysocharis elongata;4;Number of parasited galls;62,95;9,533333333;parasitism
2010SZ25Hplicl;2010-08-07;Phyllocolpa plicalapponum;Adelognathus pusillus;1;Number of parasited galls;62,95;9,533333333;parasitism
2010SZ26Hplicl;2010-08-05;Salix lapponum;Phyllocolpa plicalapponum;38;Number of galls;61,5;9,783333333;parasitism
2010SZ26Hplicl;2010-08-05;Phyllocolpa plicalapponum;Adelognathus pusillus;2;Number of parasited galls;61,5;9,783333333;parasitism
2010SZ26Hplicl;2010-08-05;Phyllocolpa plicalapponum;Chrysocharis elongata;1;Number of parasited galls;61,5;9,783333333;parasitism
2010SZ27Hplicg;2010-08-04;Phyllocolpa plicaglauca;Chrysocharis elongata;36;Number of parasited galls;61,35;10,05;parasitism
2010SZ27Hplicg;2010-08-04;Phyllocolpa plicaglauca;Adelognathus pusillus;1;Number of parasited galls;61,35;10,05;parasitism
2010SZ27Hplicg;2010-08-04;Salix glauca;Phyllocolpa plicaglauca;101;Number of galls;61,35;10,05;parasitism
2010SZ28Hsglau;2010-08-05;Salix glauca;Phyllocolpa Ph. sp.n. / S. glauca;2;Number of galls;61,33333333;10,3;parasitism
2010SZ28Hsglau;2010-08-05;Phyllocolpa Ph. sp.n. / S. glauca;Chrysocharis elongata;1;Number of parasited galls;61,33333333;10,3;parasitism
2010SZ29Hplicl;2010-08-05;Salix lapponum;Phyllocolpa plicalapponum;17;Number of galls;61,33333333;10,3;parasitism
2010SZ29Hplicl;2010-08-05;Phyllocolpa plicalapponum;Chrysocharis elongata;3;Number of parasited galls;61,33333333;10,3;parasitism
2010SZ30Hnudip;2010-08-07;Salix phylicifolia;Phyllocolpa nudipectus;124;Number of galls;62,95;9,533333333;parasitism
