"description";"REARING_NUMBER";"lat";"lon";"name";"number";"date"
"1985-07-15, Norway, Nordland, Lofot, Laubstad";"1985SZ24-26AOlappo";68,35;14,7;"Kolpelke 546";546;1985-07-15
"1985-07-15, Norway, Nordland, Lofot, Laubstad";"198523A-V1Olappo";68,35;14,7;"Kolpelke 546";546;1985-07-15
"1985-07-15, Norway, Nordland, Lofot, Laubstad";"1985SZ24-26BOlappo";68,35;14,7;"Kolpelke 546";546;1985-07-15
"1985-07-15, Norway, Nordland, Lofot, Laubstad";"1985SZ24-26COlappo";68,35;14,7;"Kolpelke 546";546;1985-07-15
"1985-07-16, Norway, Finnmark, Karasjok";"1985SZ27-28Onorve";69,4666666667;25,5166666667;"Kolpelke 569";569;1985-07-16
"1985-07-18, Norway, Finnmark, Karasjok";"198528R1-V1Olappl";69,4666666667;25,5166666667;"Kolpelke 547";547;1985-07-18
"1985-07-18, Norway, Finnmark, Karasjok";"198527A-28Q1Onorve";69,4666666667;25,5166666667;"Kolpelke 547";547;1985-07-18
"1985-07-23, Norway, Finnmark, S.-Varanger, Vaggatem";"198533A1-V1Onival";69,2666666667;29,25;"Kolpelke 548";548;1985-07-23
"1985-07-23, Norway, Finnmark, S.-Varanger, Vaggatem";"198530T-ZOdolic";69,2666666667;29,25;"Kolpelke 548";548;1985-07-23
"1985-07-23, Norway, Finnmark, S.-Varanger, Vaggatem";"198531A-32V1Ospset";69,2666666667;29,25;"Kolpelke 548";548;1985-07-23
"1985-07-23, Norway, Finnmark, S.-Varanger, Vaggatem";"198529A-30SOarcti";69,2666666667;29,25;"Kolpelke 548";548;1985-07-23
"1985-07-23, Norway, Finnmark, S.-Varanger, Vaggatem";"198530A1-S1Ospset";69,2666666667;29,25;"Kolpelke 548";548;1985-07-23
"1985-07-23, Norway, Finnmark, S.-Varanger, Vaggatem";"198533A-ZOnorve";69,2666666667;29,25;"Kolpelke 548";548;1985-07-23
"1985-07-24, Norway, Finnmark, Kirkenes";"198534A-V1Oarcti";69,7;30,0166666667;"Kolpelke 549";549;1985-07-24
"1985-07-24, Norway, Finnmark, Kirkenes";"198535A-SOnival";69,7;30,0166666667;"Kolpelke 549";549;1985-07-24
"1985-07-25, Norway, Finnmark, S.-Varanger, Vaggatem";"198535A1-37Oarcti";69,2666666667;29,25;"Kolpelke 550";550;1985-07-25
"1985-07-25, Norway, Finnmark, S.-Varanger, Vaggatem";"198539A-ZOnival";69,2666666667;29,25;"Kolpelke 550";550;1985-07-25
"1985-07-25, Norway, Finnmark, S.-Varanger, Vaggatem";"198538A-V1Osamol";69,2666666667;29,25;"Kolpelke 550";550;1985-07-25
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198543A-I1Ovaria";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198540A-V1Emyrti";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198542A-V1Onival";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198541S-F1Onorve";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198544K1-V1Osamol";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198541A-QOnorve";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198539A1-V1Omyrti";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198544A-J1Oarcti";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198541H1-V1Onorve";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-28, Norway, Finnmark, S.-Varanger, Vaggatem";"198543J1-V1Oarcti";69,2666666667;29,25;"Kolpelke 551";551;1985-07-28
"1985-07-30, Norway, Finnmark, S.-Varanger, Vaggatem";"198545A-R1Oglabr";69,2666666667;29,25;"Kolpelke 552";552;1985-07-30
"1985-07-31, Norway, Finnmark, S.-Varanger, Vaggatem";"198547A-48V1Omyrti";69,2666666667;29,25;"Kolpelke 553";553;1985-07-31
"1985-07-31, Norway, Finnmark, S.-Varanger, Vaggatem";"198546S-P1Ovaria";69,2666666667;29,25;"Kolpelke 553";553;1985-07-31
"1985-08-01, Norway, Finnmark, Hauge, S.-Varanger";"198549K1-R1Ospeit";69,1833333333;29,1333333333;"Kolpelke 554";554;1985-08-01
"1985-08-01, Norway, Finnmark, Hauge, S.-Varanger";"198549A-J1Omyrsi";69,1833333333;29,1333333333;"Kolpelke 554";554;1985-08-01
"1985-08-02, Norway, Finnmark, S.-Varanger, Nyrud";"1985SZBOarcti";69,1333333333;29,2166666667;"Kolpelke 555";555;1985-08-02
"1985-08-02, Norway, Finnmark, S.-Varanger, Nyrud";"198550A-H1Ovaria";69,1333333333;29,2166666667;"Kolpelke 555";555;1985-08-02
"1985-08-02, Norway, Finnmark, S.-Varanger, Nyrud";"1985SZAOarcti";69,1333333333;29,2166666667;"Kolpelke 555";555;1985-08-02
"1985-08-05, Norway, Finnmark, Kirkenes, Flugplatz";"1985SZCOhasta";69,7;29,8833333333;"Kolpelke 570";570;1985-08-05
"1985-08-06, Norway, Finnmark, S.-Varanger, Vaggatem";"1985SZGOhasta";69,2666666667;29,25;"Kolpelke 571";571;1985-08-06
"1985-08-06, Norway, Finnmark, S.-Varanger, Vaggatem";"1985SZFOhasta";69,2666666667;29,25;"Kolpelke 571";571;1985-08-06
"1985-08-06, Norway, Finnmark, S.-Varanger, Vaggatem";"1985SZEOsamol";69,2666666667;29,25;"Kolpelke 571";571;1985-08-06
"1985-08-06, Norway, Finnmark, S.-Varanger, Vaggatem";"1985SZDOsamol";69,2666666667;29,25;"Kolpelke 571";571;1985-08-06
"1985-08-07, Norway, Finnmark, S.-Varanger, Vaggatem";"198551O1-V1Elappc";69,2666666667;29,25;"Kolpelke 556";556;1985-08-07
"1985-08-07, Norway, Finnmark, S.-Varanger, Vaggatem";"198552A-V1Omyrti";69,2666666667;29,25;"Kolpelke 556";556;1985-08-07
"1985-08-07, Norway, Finnmark, S.-Varanger, Vaggatem";"198551A-N1Elappo";69,2666666667;29,25;"Kolpelke 556";556;1985-08-07
"1985-08-08, Norway, Finnmark, S.-Varanger, Vaggatem";"1985SZHOsamol";69,2666666667;29,25;"Kolpelke 572";572;1985-08-08
"1985-08-08, Norway, Finnmark, S.-Varanger, Vaggatem";"1985SZIOsamol";69,2666666667;29,25;"Kolpelke 572";572;1985-08-08
"1985-08-11, Norway, Troms, Kafjordbotn";"198553A-E1Onorve";69,4833333333;20,7833333333;"Kolpelke 557";557;1985-08-11
"1985-08-12, Norway, Troms, Ramfjorden";"198553F1-54V1Onorve";69,5333333333;18,9833333333;"Kolpelke 558";558;1985-08-12
"1985-08-14, Norway, Nordland, Polarkreis I";"198556T-P1Oherba";66,55;15,3;"Kolpelke 559";559;1985-08-14
"1985-08-14, Norway, Nordland, Polarkreis I";"198555A-56ROlappo";66,55;15,3;"Kolpelke 559";559;1985-08-14
"1985-08-15, Norway, Nordland, Korgfjellet";"198557A-58ZOhasta";66,0333333333;13,6833333333;"Kolpelke 560";560;1985-08-15
"1985-09-09, Germany, Hessen, Frankfurt, Uni-Campus";"198559A-63V1Oadaph";50,1166666667;8,65;"Kolpelke 561";561;1985-09-09
"1985-09-15, Germany, Bayern, Herbertshausen";"198566A-V1Oproxi";49,2666666667;10,05;"Kolpelke 563";563;1985-09-15
"1985-09-15, Germany, Bayern, Leitenberg";"198564A-65H1Oproxi";48,0666666667;11,1666666667;"Kolpelke 562";562;1985-09-15
"1985-09-22, Germany, Hessen, Niddatal, Ilbenstadt";"198567A-LOgalla";50,2666666667;8,8;"Kolpelke 564";564;1985-09-22
"1985-10-05, Germany, Baden-Württemberg, Schwarzwald, Schluchsee";"198570M-ZObella";47,8333333333;8,1166666667;"Kolpelke 565";565;1985-10-05
"1985-10-05, Germany, Baden-Württemberg, Schwarzwald, Schluchsee";"198568A-70JEmucro";47,8333333333;8,1166666667;"Kolpelke 565";565;1985-10-05
"1985-10-06, Germany, Baden-Württemberg, Schwarzwald, Feldberg";"198570A1-71G1Okriec";47,85;8,0333333333;"Kolpelke 566";566;1985-10-06
"1985-10-06, Germany, Baden-Württemberg, Schwarzwald, Feldberg";"198571K1-V1Ogalla";47,85;8,0333333333;"Kolpelke 566";566;1985-10-06
"1985-10-06, Germany, Baden-Württemberg, Schwarzwald, Todtnau";"198572M-J1Ovesic";47,8166666667;7,95;"Kolpelke 567";567;1985-10-06
"1985-10-06, Germany, Baden-Württemberg, Schwarzwald, Todtnau";"198572A-JOvimin";47,8166666667;7,95;"Kolpelke 567";567;1985-10-06
"1985-11-18, Germany, Hamburg, Moorburg";"198573A-75Oadaph";53,4833333333;9,9333333333;"Kolpelke 568";568;1985-11-18
"1986-06-10, Germany, Hessen, Griesheim bei Darmstadt";"198604N-ROpedun";49,85;8,5166666667;"Kolpelke 575";575;1986-06-10
"1986-06-10, Germany, Hessen, Griesheim bei Darmstadt";"198604T-B1Obridg";49,85;8,5166666667;"Kolpelke 575";575;1986-06-10
"1986-06-10, Germany, Hessen, Griesheim bei Darmstadt";"198604K1-V1Ovimin";49,85;8,5166666667;"Kolpelke 575";575;1986-06-10
"1986-06-10, Germany, Hessen, Kühkopf, Mordhecke I";"198604A-LOpedun";49,8166666667;8,4166666667;"Kolpelke 573";573;1986-06-10
"1986-06-10, Germany, Hessen, Kühkopf, Mordhecke I";"198603A1-V1Ovesic";49,8166666667;8,4166666667;"Kolpelke 573";573;1986-06-10
"1986-06-10, Germany, Hessen, Kühkopf, Mordhecke I";"198602A-S1Oviril";49,8166666667;8,4166666667;"Kolpelke 573";573;1986-06-10
"1986-06-10, Germany, Hessen, Kühkopf, Mordhecke I";"198603A-ZOvimin";49,8166666667;8,4166666667;"Kolpelke 573";573;1986-06-10
"1986-06-10, Germany, Hessen, Limeshain, Rommelhausen";"198604D1-J1Opedun";50,2333333333;8,9666666667;"Kolpelke 574";574;1986-06-10
"1986-06-11, Germany, Hessen, Taunus, Hunoldstal";"198607A-8V1Oproxi";50,2833333333;8,45;"Kolpelke 576";576;1986-06-11
"1986-06-11, Germany, Hessen, Taunus, Waldems-Esch";"1986SZ4Oproxi";50,2333333333;8,3166666667;"Kolpelke 156";156;1986-06-11
"1986-06-11, Germany, Hessen, Taunus, Waldems-Esch";"198605A-6V1Oproxi";50,2333333333;8,3166666667;"Kolpelke 156";156;1986-06-11
"1986-06-24, Germany, Hessen, Limeshain, Rommelhausen";"198609A-N1Otrian";50,2333333333;8,9666666667;"Kolpelke 577";577;1986-06-24
"1986-06-24, Germany, Hessen, Vogelsberg, Hoherodskopf";"198610A-D1Opedun";50,5;9,2;"Kolpelke 578";578;1986-06-24
"1986-06-24, Germany, Hessen, Vogelsberg, Hoherodskopf";"198610F1-V1Obridg";50,5;9,2;"Kolpelke 578";578;1986-06-24
"1986-06-24, Germany, Hessen, Vogelsberg, Hoherodskopf";"198613A-14RObridg";50,5;9,2;"Kolpelke 578";578;1986-06-24
"1986-06-24, Germany, Hessen, Vogelsberg, Hoherodskopf";"198612A-T1Obridg";50,5;9,2;"Kolpelke 578";578;1986-06-24
"1986-06-25, Germany, Hessen, Taunus, Hunoldstal";"198611A-V1Oproxi";50,2833333333;8,45;"Kolpelke 579";579;1986-06-25
"1986-06-25, Germany, Hessen, Taunus, Usingen";"198616A-V1Oproxi";50,35;8,5666666667;"Kolpelke 580";580;1986-06-25
"1986-06-25, Germany, Hessen, Taunus, Usingen";"198614A1-15G1Obridg";50,35;8,5666666667;"Kolpelke 580";580;1986-06-25
"1986-06-25, Germany, Hessen, Taunus, Usingen";"198615I1-S1Ogalla";50,35;8,5666666667;"Kolpelke 580";580;1986-06-25
"1986-07-01, Germany, Hessen, Vogelsberg, Hoherodskopf";"198617A-V1Hleuco";50,5;9,2;"Kolpelke 581";581;1986-07-01
"1986-07-15, Germany, Schleswig-Holstein, Kiel, Langsee";"198629Q-E1Obridg";54,3;10,15;"Kolpelke 582";582;1986-07-15
"1986-07-15, Germany, Schleswig-Holstein, Kiel, Langsee";"198626A-V1Opedun";54,3;10,15;"Kolpelke 582";582;1986-07-15
"1986-07-15, Germany, Schleswig-Holstein, Kiel, Langsee";"198629A-OOpedun";54,3;10,15;"Kolpelke 582";582;1986-07-15
"1986-07-15, Germany, Schleswig-Holstein, Preetz, Postsee";"198630A-ZOpedun";54,2166666667;10,2333333333;"Kolpelke 583";583;1986-07-15
"1986-07-15, Germany, Schleswig-Holstein, Preetz, Postsee";"198629G1-V1Oadaph";54,2166666667;10,2333333333;"Kolpelke 583";583;1986-07-15
"1986-07-16, Germany, Schleswig-Holstein, Howacht 1";"198630A1-V1Oproxi";54,3;10,6833333333;"Kolpelke 584";584;1986-07-16
"1986-07-16, Germany, Schleswig-Holstein, Howacht 3";"198632A-V1Oproxi";54,3;10,8166666667;"Kolpelke 585";585;1986-07-16
"1986-07-17, Germany, Schleswig-Holstein, Katinger Watt";"198636E1-37V1Ovimin";54,3166666667;10,6666666667;"Kolpelke 7";7;1986-07-17
"1986-07-17, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"198634H1-M1Obridg";54,3333333333;10,1833333333;"Kolpelke 6";6;1986-07-17
"1986-07-17, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"198633A-V1Ovimin";54,3333333333;10,1833333333;"Kolpelke 6";6;1986-07-17
"1986-07-17, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"198634A-F1Opedun";54,3333333333;10,1833333333;"Kolpelke 6";6;1986-07-17
"1986-07-18, Germany, Schleswig-Holstein, Katinger Watt";"198639A-O1Oproxi";54,3166666667;10,6666666667;"Kolpelke 8";8;1986-07-18
"1986-07-18, Germany, Schleswig-Holstein, Katinger Watt";"198638A-J1Oproxi";54,3166666667;10,6666666667;"Kolpelke 8";8;1986-07-18
"1986-07-20, Denmark, Jylland, Hennestrand";"198640A-41V1Ocolla";55,7333333333;8,1666666667;"Kolpelke 9";9;1986-07-20
"1986-07-20, Denmark, Jylland, Vejersstrand";"198642A-43V1Ocolla";55,6166666667;8,1166666667;"Kolpelke 10";10;1986-07-20
"1986-07-22, Germany, Schleswig-Holstein, Altenkrempe";"198646A-47V1Oproxi";54,1166666667;10,8166666667;"Kolpelke 12";12;1986-07-22
"1986-07-22, Germany, Schleswig-Holstein, Rogerfelde";"198645A-V1Oproxi";54,1;10,8166666667;"Kolpelke 11";11;1986-07-22
"1986-07-25, Germany, Niedersachsen, Mellum";"198648M-B1Oproxi";53,8166666667;8,15;"Kolpelke 14";14;1986-07-25
"1986-07-26, Germany, Niedersachsen, Ritterhude";"198648A-JOadaph";53,1666666667;8,75;"Kolpelke 13";13;1986-07-26
"1986-07-26, Germany, Niedersachsen, Stendorf";"198649A-H1Oproxi";53,2;8,7;"Kolpelke 15";15;1986-07-26
"1986-08-05, Germany, Niedersachsen, Mellum";"198652U-R1Oproxi";53,8166666667;8,15;"Kolpelke 150";150;1986-08-05
"1986-08-05, Germany, Niedersachsen, Norderney";"198651A-UOcolla";53,7;7,1833333333;"Kolpelke 149";149;1986-08-05
"1986-08-05, Germany, Niedersachsen, Norderney";"198651W-52SOadaph";53,7;7,1833333333;"Kolpelke 149";149;1986-08-05
"1986-08-05, Germany, Niedersachsen, Norderney";"198650A-N1Ocolla";53,7;7,1833333333;"Kolpelke 149";149;1986-08-05
"1986-08-12, Germany, Niedersachsen, Borkum";"198653A-V1Ocolla";53,6;6,7;"Kolpelke 151";151;1986-08-12
"1986-08-20, Germany, Baden-Württemberg, Jechtingen";"198654A-V1Oadaph";48,1166666667;7,6;"Kolpelke 152";152;1986-08-20
"1986-09-01, Germany, Bremen, Mahndorf";"198655A-JOcolla";53,0166666667;8,9333333333;"Kolpelke 153";153;1986-09-01
"1986-09-22, Germany, Schleswig-Holstein, Altenkrempe";"198667A-V1Oproxi";54,1166666667;10,8166666667;"Kolpelke 154";154;1986-09-22
"1986-09-24, Germany, Hessen, Kühkopf, Mordhecke I";"198677A1-I1Ovimin";49,8166666667;8,4166666667;"Kolpelke 155";155;1986-09-24
"1987-05-26, Germany, Hessen, Griesheim bei Darmstadt";"1987SAOviril";49,85;8,5166666667;"Kolpelke 55";55;1987-05-26
"1987-06-22, Germany, Hessen, Griesheim bei Darmstadt";"198703A-K+S-AOviril";49,85;8,5166666667;"Kolpelke 157";157;1987-06-22
"1987-06-22, Germany, Hessen, Griesheim bei Darmstadt";"198703A-KOviril";49,85;8,5166666667;"Kolpelke 157";157;1987-06-22
"1987-06-22, Germany, Hessen, Griesheim bei Darmstadt";"198702A-I1Ovimin";49,85;8,5166666667;"Kolpelke 157";157;1987-06-22
"1987-07-07, Germany, Hessen, Taunus, Usingen";"198703M-A1Oproxi";50,35;8,5666666667;"Kolpelke 158";158;1987-07-07
"1987-07-07, Germany, Hessen, Taunus, Waldems-Esch";"198704A-V1Oproxi";50,2333333333;8,3166666667;"Kolpelke 159";159;1987-07-07
"1987-07-14, Germany, Hessen, Gedern";"198744M-XOgalla";50,4166666667;9,1666666667;"Kolpelke 51";51;1987-07-14
"1987-07-14, Germany, Hessen, Vogelsberg, Hoherodskopf";"198743D-KObridg";50,5;9,2;"Kolpelke 50";50;1987-07-14
"1987-07-14, Germany, Hessen, Vogelsberg, Hoherodskopf";"198743U-V1Opedun";50,5;9,2;"Kolpelke 50";50;1987-07-14
"1987-07-14, Germany, Hessen, Vogelsberg, Hoherodskopf";"198744A-KObridg";50,5;9,2;"Kolpelke 50";50;1987-07-14
"1987-07-18, Austria, Tirol, Falzthurn-Alm";"198709O1-V1Oelaea";47,4166666667;11,65;"Kolpelke 161";161;1987-07-18
"1987-07-18, Austria, Tirol, Falzthurn-Alm";"198709A-M1Okriec";47,4166666667;11,65;"Kolpelke 161";161;1987-07-18
"1987-07-18, Austria, Tirol, Falzthurn-Alm";"198711Q1-V1Oadaph";47,4166666667;11,65;"Kolpelke 161";161;1987-07-18
"1987-07-18, Austria, Tirol, Falzthurn-Alm";"198710A-V1Ovesic";47,4166666667;11,65;"Kolpelke 161";161;1987-07-18
"1987-07-18, Austria, Tirol, Falzthurn-Alm";"198711A1-O1Ovaria";47,4166666667;11,65;"Kolpelke 161";161;1987-07-18
"1987-07-18, Austria, Tirol, Falzthurn-Alm";"198711A-ZOvimin";47,4166666667;11,65;"Kolpelke 161";161;1987-07-18
"1987-07-18, Austria, Tirol, Falzthurn-Alm";"198708Z-V1Okriec";47,4166666667;11,65;"Kolpelke 161";161;1987-07-18
"1987-07-18, Austria, Tirol, Gramai-Alm";"198705A-7V1Oelaea";47,3833333333;11,6;"Kolpelke 160";160;1987-07-18
"1987-07-18, Austria, Tirol, Gramai-Alm";"198708A-POkriec";47,3833333333;11,6;"Kolpelke 160";160;1987-07-18
"1987-07-18, Austria, Tirol, Gramai-Alm";"198708R-XOadaph";47,3833333333;11,6;"Kolpelke 160";160;1987-07-18
"1987-07-20, Austria, Tirol, Gern-Alm";"198714E1-J1Oelaea";47,45;11,6166666667;"Kolpelke 1";1;1987-07-20
"1987-07-20, Austria, Tirol, Gern-Alm";"198714L1-V1Obridg";47,45;11,6166666667;"Kolpelke 1";1;1987-07-20
"1987-07-20, Austria, Tirol, Gern-Alm";"198713A-N1Ovimin";47,45;11,6166666667;"Kolpelke 1";1;1987-07-20
"1987-07-20, Austria, Tirol, Gern-Alm";"198713P1-V1Ovesic";47,45;11,6166666667;"Kolpelke 1";1;1987-07-20
"1987-07-20, Austria, Tirol, Gern-Alm";"198714A-C1Okriec";47,45;11,6166666667;"Kolpelke 1";1;1987-07-20
"1987-07-20, Austria, Tirol, Gern-Alm";"198712A-V1Ovaria";47,45;11,6166666667;"Kolpelke 1";1;1987-07-20
"1987-07-20, Austria, Tirol, Rofan Gebirge, Erfurter Hütte";"198715A-VOobscu";47,4333333333;11,75;"Kolpelke 3";3;1987-07-20
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198715A1-V1Ovaria";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198717A-P1Ofoeti";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198718A-Q1Oobscu";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198716A-C1Onigri";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198716E1-V1Ovaria";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198719F-JOvaria";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198719T-G1Ofoeti";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198719A-DOnigri";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Hintertux/ Weitental";"198719I1-L1Ohasta";47,1;11,65;"Kolpelke 2";2;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Lanersbach";"198720A-D1Oadaph";47,15;11,7666666667;"Kolpelke 4";4;1987-07-22
"1987-07-22, Austria, Tirol, Zillertal, Lanersbach";"198720E1-V1Ovaria";47,15;11,7666666667;"Kolpelke 4";4;1987-07-22
"1987-07-23, Austria, Tirol, Ötztal, Vent/ Am Spiegel";"198724A-R1Omacul";46,85;10,9;"Kolpelke 45";45;1987-07-23
"1987-07-23, Austria, Tirol, Ötztal, Vent/ Am Spiegel";"198724S1-V1Ohelve";46,85;10,9;"Kolpelke 45";45;1987-07-23
"1987-07-23, Austria, Tirol, Ötztal, Vent/ Gample";"198721A-V1Ohelve";46,8666666667;10,9166666667;"Kolpelke 5";5;1987-07-23
"1987-07-23, Austria, Tirol, Ötztal, Vent/ Gample";"198722A-V1Onival";46,8666666667;10,9166666667;"Kolpelke 5";5;1987-07-23
"1987-07-23, Austria, Tirol, Ötztal, Vent/ Gample";"198723A-V1Ohasta";46,8666666667;10,9166666667;"Kolpelke 5";5;1987-07-23
"1987-07-26, Switzerland, Wallis, Saastal, Mattmark";"198727A-V1Ohasta";46,05;7,95;"Kolpelke 46";46;1987-07-26
"1987-07-26, Switzerland, Wallis, Saastal, Mattmark";"198725A-26V1Obrevi";46,05;7,95;"Kolpelke 46";46;1987-07-26
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198728A-C1Onival";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198732A-H1Ovesic";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198730G1-31V1Ohelve";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198733K1-V1Obridg";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198728E1-R1Oadaph";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198733A-YOviril";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198733A1-F1Ohasta";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198732J1-S1Ovimin";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-27, Switzerland, Wallis, Obergoms, Gletsch";"198729A-30E1Omacul";46,55;8,35;"Kolpelke 47";47;1987-07-27
"1987-07-28, Switzerland, Wallis, Binntal nr. Fiesch";"198734A-35V1Ovaria";46,35;8,1666666667;"Kolpelke 48";48;1987-07-28
"1987-07-30, Switzerland, Wallis, Obergoms, Reckingen";"198738K1-T1Oadaph";46,4666666667;8,2333333333;"Kolpelke 49";49;1987-07-30
"1987-07-30, Switzerland, Wallis, Obergoms, Reckingen";"198736A-37ROhasta";46,4666666667;8,2333333333;"Kolpelke 49";49;1987-07-30
"1987-07-30, Switzerland, Wallis, Obergoms, Reckingen";"198737T-38H1Oadaph";46,4666666667;8,2333333333;"Kolpelke 49";49;1987-07-30
"1987-10-02, Germany, Baden-Württemberg, Ketsch";"198745A-E1Oproxi";49,35;8,5;"Kolpelke 52";52;1987-10-02
"1987-10-02, Germany, Baden-Württemberg, Ketsch";"198746A-47LOvimin";49,35;8,5;"Kolpelke 52";52;1987-10-02
"1987-10-17, Poland, Polen, Torun";"198747M-48FOtrian";53,0166666667;18,5833333333;"Kolpelke 53";53;1987-10-17
"1987-10-17, Poland, Polen, Torun";"198748M1-49WOvimin";53,0166666667;18,5833333333;"Kolpelke 53";53;1987-10-17
"1987-10-22, Poland, Polen, Narewa";"198748H-K1Oproxi";52,9;23,5166666667;"Kolpelke 54";54;1987-10-22
"1988-06-24, Germany, Hessen, Griesheim bei Darmstadt";"198876A-77H1Ovimin";49,85;8,5166666667;"Kolpelke 78";78;1988-06-24
"1988-06-24, Germany, Hessen, Griesheim bei Darmstadt";"198877J1-R1Ovesic";49,85;8,5166666667;"Kolpelke 78";78;1988-06-24
"1988-07-13, Germany, Hessen, Kühkopf, Mordhecke I";"1988SZS-CHpruss";49,8166666667;8,4166666667;"Kolpelke 80";80;1988-07-13
"1988-07-26, Norway, Oppland, Tretten, Nordbu nr. Ringebu";"198801A-ZOarcti";61,3333333333;10,3;"Kolpelke 57";57;1988-07-26
"1988-07-27, Norway, Oppland, Peer Gynt veien I";"198804L-Q1Ohasta";61,5;9,7666666667;"Kolpelke 56";56;1988-07-27
"1988-07-27, Norway, Oppland, Peer Gynt veien I";"198803A-4JOnival";61,5;9,7666666667;"Kolpelke 56";56;1988-07-27
"1988-07-27, Norway, Oppland, Peer Gynt veien I";"198801A1-2V1Oglabr";61,5;9,7666666667;"Kolpelke 56";56;1988-07-27
"1988-07-27, Norway, Oppland, Peer Gynt veien II";"198810H1-V1Oglauc";61,4666666667;9,8666666667;"Kolpelke 58";58;1988-07-27
"1988-07-27, Norway, Oppland, Peer Gynt veien II";"198810A-F1Onival";61,4666666667;9,8666666667;"Kolpelke 58";58;1988-07-27
"1988-07-27, Norway, Oppland, Peer Gynt veien II";"198805A-6V1Olappo";61,4666666667;9,8666666667;"Kolpelke 58";58;1988-07-27
