REARING_NUMBER;taxon;name;value
199101A1-3GOgalla;Bracon picticornis;Endo/Ecto;Ectoparasitism
199901Y-V1Ovesic;Bracon picticornis;Endo/Ecto;Ectoparasitism
199101G-SOgalla;Bracon picticornis;Endo/Ecto;Ectoparasitism
198312A-13V1Ovesic;Bracon picticornis;Endo/Ecto;Ectoparasitism
199927Y-M1Ovesic;Bracon picticornis;Endo/Ecto;Ectoparasitism
199433K-NOkriec;Bracon pulcher;Endo/Ecto;Ectoparasitism
199415A1-16MOvesic;Bracon pulcher;Endo/Ecto;Ectoparasitism
199901Y-V1Ovesic;Bracon pulcher;Endo/Ecto;Ectoparasitism
198424A-25V1Ohelve;Braconidae indet.;Endo/Ecto;Ectoparasitism
198520A-V1Oglauc;Braconidae indet.;Endo/Ecto;Ectoparasitism
199944A-V1Oproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
200023A-OOproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
200202A-YOproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
200043A-GObrevi;Braconidae indet.;Endo/Ecto;Ectoparasitism
2001SZ0606Hplicp;Braconidae indet.;Endo/Ecto;Ectoparasitism
198555A-56ROlappo;Braconidae indet.;Endo/Ecto;Ectoparasitism
199934A-BOobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
198351M1-V1Ovimin;Braconidae indet.;Endo/Ecto;Ectoparasitism
199901Y-V1Ovesic;Braconidae indet.;Endo/Ecto;Ectoparasitism
199930R1-31AOobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
198256A-WOobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
2009SZ07Hanoma;Braconidae indet.;Endo/Ecto;Ectoparasitism
200061A-MOproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
2004SZ24Opustu;Braconidae indet.;Endo/Ecto;Ectoparasitism
200032V-R1Oobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
200029A1-P1Okriec;Braconidae indet.;Endo/Ecto;Ectoparasitism
198246A-LObridg;Braconidae indet.;Endo/Ecto;Ectoparasitism
199035L1-V1Olappo;Braconidae indet.;Endo/Ecto;Ectoparasitism
198460A-ZOadaph;Braconidae indet.;Endo/Ecto;Ectoparasitism
199801A-V1Ocolla;Braconidae indet.;Endo/Ecto;Ectoparasitism
198237A-V1Oproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
199927O1-28GObrevi;Braconidae indet.;Endo/Ecto;Ectoparasitism
1998SZ26Hpolit;Braconidae indet.;Endo/Ecto;Ectoparasitism
199417A1-E1Okriec;Braconidae indet.;Endo/Ecto;Ectoparasitism
2004SZ73Oglabr;Braconidae indet.;Endo/Ecto;Ectoparasitism
199054A-QOnigri;Braconidae indet.;Endo/Ecto;Ectoparasitism
199802A-P1Okriec;Braconidae indet.;Endo/Ecto;Ectoparasitism
200024A1-V1Ovimin;Braconidae indet.;Endo/Ecto;Ectoparasitism
198346A-47V1Ohasta;Braconidae indet.;Endo/Ecto;Ectoparasitism
198833A-35XOnival;Braconidae indet.;Endo/Ecto;Ectoparasitism
198510A-12V1Oglauc;Braconidae indet.;Endo/Ecto;Ectoparasitism
199935K-YObrevi;Braconidae indet.;Endo/Ecto;Ectoparasitism
200304A-L1Onigri;Braconidae indet.;Endo/Ecto;Ectoparasitism
200034I-VOobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
198570M-ZObella;Braconidae indet.;Endo/Ecto;Ectoparasitism
1996SZ31Eboreo;Braconidae indet.;Endo/Ecto;Ectoparasitism
198460A1-61SOvaria;Braconidae indet.;Endo/Ecto;Ectoparasitism
199702H-V1Odolic;Braconidae indet.;Endo/Ecto;Ectoparasitism
200106U-7HElappo;Braconidae indet.;Endo/Ecto;Ectoparasitism
198629G1-V1Oadaph;Braconidae indet.;Endo/Ecto;Ectoparasitism
198242A-H1Oobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
198630A-ZOpedun;Braconidae indet.;Endo/Ecto;Ectoparasitism
199048S-49D1Oarcti;Braconidae indet.;Endo/Ecto;Ectoparasitism
198854F-J1Onorve;Braconidae indet.;Endo/Ecto;Ectoparasitism
198449L1-P1Omacul;Braconidae indet.;Endo/Ecto;Ectoparasitism
200307F-MOtrian;Braconidae indet.;Endo/Ecto;Ectoparasitism
2001SZ4141Hplicg;Braconidae indet.;Endo/Ecto;Ectoparasitism
199926A-27NOkriec;Braconidae indet.;Endo/Ecto;Ectoparasitism
199701S-B1Ospset;Braconidae indet.;Endo/Ecto;Ectoparasitism
198252A-V1Oproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
2001SZ2525Hnudip;Braconidae indet.;Endo/Ecto;Ectoparasitism
199010A-12NOarcti;Braconidae indet.;Endo/Ecto;Ectoparasitism
198352A-V1Oobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
200733Q-D1Eweiff;Braconidae indet.;Endo/Ecto;Ectoparasitism
198817A-18V1Olappo;Braconidae indet.;Endo/Ecto;Ectoparasitism
2000SZ3Hpolit;Braconidae indet.;Endo/Ecto;Ectoparasitism
2003SZ30Odolic;Braconidae indet.;Endo/Ecto;Ectoparasitism
199902A-MOproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
198440Q-41ZOretus;Braconidae indet.;Endo/Ecto;Ectoparasitism
200014A-NEnigri;Braconidae indet.;Endo/Ecto;Ectoparasitism
2004SZ60Hacuti;Braconidae indet.;Endo/Ecto;Ectoparasitism
198355A-57V1Oretus;Braconidae indet.;Endo/Ecto;Ectoparasitism
2004SZ55Hischn;Braconidae indet.;Endo/Ecto;Ectoparasitism
198552A-V1Omyrti;Braconidae indet.;Endo/Ecto;Ectoparasitism
199934U-35IOobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
199121A-UOnival;Braconidae indet.;Endo/Ecto;Ectoparasitism
199932P1-33ROvaria;Braconidae indet.;Endo/Ecto;Ectoparasitism
2003SZ12Hleuca;Braconidae indet.;Endo/Ecto;Ectoparasitism
200502R-UOpedun;Braconidae indet.;Endo/Ecto;Ectoparasitism
199901G-WOvimin;Braconidae indet.;Endo/Ecto;Ectoparasitism
2004SZ36Hplicg;Braconidae indet.;Endo/Ecto;Ectoparasitism
199206W-H1Ofoeti;Braconidae indet.;Endo/Ecto;Ectoparasitism
200609A-K1Oadaph;Braconidae indet.;Endo/Ecto;Ectoparasitism
199945G1-46OOproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
199429G-MOfoeti;Braconidae indet.;Endo/Ecto;Ectoparasitism
200802A-WOproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
200205I-WOproxi;Braconidae indet.;Endo/Ecto;Ectoparasitism
199412G-JOobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
200305A-6V1Odolic;Braconidae indet.;Endo/Ecto;Ectoparasitism
199928I-30ZOvaria;Braconidae indet.;Endo/Ecto;Ectoparasitism
198571K1-V1Ogalla;Braconidae indet.;Endo/Ecto;Ectoparasitism
2000SZ8Hangli;Braconidae indet.;Endo/Ecto;Ectoparasitism
198353A-V1Ofoeti;Braconidae indet.;Endo/Ecto;Ectoparasitism
199931C-I1Ofoeti;Braconidae indet.;Endo/Ecto;Ectoparasitism
198419A1-V1Ovimin;Braconidae indet.;Endo/Ecto;Ectoparasitism
199412T1-V1Oobscu;Braconidae indet.;Endo/Ecto;Ectoparasitism
198253A-V1Ovesic;Braconidae indet.;Endo/Ecto;Ectoparasitism
200204A-ZOaacut;Braconidae indet.;Endo/Ecto;Ectoparasitism
200511A-JOpprox;Braconidae indet.;Endo/Ecto;Ectoparasitism
1998SZ01Hpolit;Braconidae indet.;Endo/Ecto;Ectoparasitism
2003SZ13Hangli;Braconidae indet.;Endo/Ecto;Ectoparasitism
1996SZ08Hoblit;Braconidae indet.;Endo/Ecto;Ectoparasitism
2000SZ7Hangli;Braconidae indet.;Endo/Ecto;Ectoparasitism
200043P1-44IOvaria;Braconidae indet.;Endo/Ecto;Ectoparasitism
198271A-ZOmonti;Braconidae indet.;Endo/Ecto;Ectoparasitism
198820K1-V1Oglauc;Braconidae indet.;Endo/Ecto;Ectoparasitism
2003SZ28Hpruss;Braconidae indet.;Endo/Ecto;Ectoparasitism
198934L1-36KOvaria;Braconidae indet.;Endo/Ecto;Ectoparasitism
198570A1-71G1Okriec;Braconidae indet.;Endo/Ecto;Ectoparasitism
199114A-FEelaea;Braconidae indet.;Endo/Ecto;Ectoparasitism
200062M-QOvesic;Braconidae indet.;Endo/Ecto;Ectoparasitism
200944A-45LEweiff;Bracon sp.;Endo/Ecto;Ectoparasitism
200942A-42L1Eweiff;Bracon sp.;Endo/Ecto;Ectoparasitism
200815A-16KEweiff;Bracon sp.;Endo/Ecto;Ectoparasitism
199732M1-33HOhasta;Bracon romani;Endo/Ecto;Ectoparasitism
199701M-QOlappl;Bracon romani;Endo/Ecto;Ectoparasitism
199422A-23C1Egemmh;Bracon romani;Endo/Ecto;Ectoparasitism
199932A-J1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199030V-31HOretic;Bracon romani;Endo/Ecto;Ectoparasitism
199120A1-G1Omacul;Bracon romani;Endo/Ecto;Ectoparasitism
199923G1-S1Ovimin;Bracon romani;Endo/Ecto;Ectoparasitism
199927O1-28GObrevi;Bracon romani;Endo/Ecto;Ectoparasitism
198925E1-26I1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
198510A-12V1Oglauc;Bracon romani;Endo/Ecto;Ectoparasitism
199935A1-V1Oretus;Bracon romani;Endo/Ecto;Ectoparasitism
199714A1-15K1Omyrsi;Bracon romani;Endo/Ecto;Ectoparasitism
199914X-ZOvesic;Bracon romani;Endo/Ecto;Ectoparasitism
198837N-I1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
199935K-YObrevi;Bracon romani;Endo/Ecto;Ectoparasitism
198265A-ZOhasta;Bracon romani;Endo/Ecto;Ectoparasitism
199019A-22ZOherba;Bracon romani;Endo/Ecto;Ectoparasitism
198857D1-58JOmyrsi;Bracon romani;Endo/Ecto;Ectoparasitism
198252A-V1Oproxi;Bracon romani;Endo/Ecto;Ectoparasitism
199327N-SOlappo;Bracon romani;Endo/Ecto;Ectoparasitism
198351A1-L1Omonti;Bracon romani;Endo/Ecto;Ectoparasitism
199111H1-V1Oobscu;Bracon romani;Endo/Ecto;Ectoparasitism
199914A1-V1Okriec;Bracon romani;Endo/Ecto;Ectoparasitism
199033A-LOglabr;Bracon romani;Endo/Ecto;Ectoparasitism
199118A1-Q1Omacul;Bracon romani;Endo/Ecto;Ectoparasitism
2004SZ79Obella;Bracon romani;Endo/Ecto;Ectoparasitism
199928I-30ZOvaria;Bracon romani;Endo/Ecto;Ectoparasitism
198440Q-41ZOretus;Bracon romani;Endo/Ecto;Ectoparasitism
199731K1-32FOlappo;Bracon romani;Endo/Ecto;Ectoparasitism
199424A-POnival;Bracon romani;Endo/Ecto;Ectoparasitism
200041Q-Q1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
199732H-TOglauc;Bracon romani;Endo/Ecto;Ectoparasitism
199334N-P1Olappo;Bracon romani;Endo/Ecto;Ectoparasitism
199729G-UOlappo;Bracon romani;Endo/Ecto;Ectoparasitism
199038A-V1Oglabr;Bracon romani;Endo/Ecto;Ectoparasitism
199052A-NOglauc;Bracon romani;Endo/Ecto;Ectoparasitism
199429A-EOretus;Bracon romani;Endo/Ecto;Ectoparasitism
200101A-Q1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
199216S-N1Obridg;Bracon romani;Endo/Ecto;Ectoparasitism
199213W-F1Onival;Bracon romani;Endo/Ecto;Ectoparasitism
199101A1-3GOgalla;Bracon romani;Endo/Ecto;Ectoparasitism
199039A-V1Olappo;Bracon romani;Endo/Ecto;Ectoparasitism
199926A-27NOkriec;Bracon romani;Endo/Ecto;Ectoparasitism
198272A-73V1Ovimin;Bracon romani;Endo/Ecto;Ectoparasitism
200045A1-G1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
199706A-S1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
199923H-POkriec;Bracon romani;Endo/Ecto;Ectoparasitism
199023A-25JOglabr;Bracon romani;Endo/Ecto;Ectoparasitism
199331F1-33UElappc;Bracon romani;Endo/Ecto;Ectoparasitism
198814M-V1Ohasta;Bracon romani;Endo/Ecto;Ectoparasitism
200043S-I1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
198855VOspeit;Bracon romani;Endo/Ecto;Ectoparasitism
200040M1-41OOfoeti;Bracon romani;Endo/Ecto;Ectoparasitism
199124O-XOretus;Bracon romani;Endo/Ecto;Ectoparasitism
200044U-C1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
200039A1-F1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
200039A-QOretus;Bracon romani;Endo/Ecto;Ectoparasitism
199218A-IOhasta;Bracon romani;Endo/Ecto;Ectoparasitism
199428I1-V1Ohasta;Bracon romani;Endo/Ecto;Ectoparasitism
199324Q1-25DOglabr;Bracon romani;Endo/Ecto;Ectoparasitism
198267A-V1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
198917A-QOfoeti;Bracon romani;Endo/Ecto;Ectoparasitism
198448A-49J1Oobscu;Bracon romani;Endo/Ecto;Ectoparasitism
199728T-29FOherba;Bracon romani;Endo/Ecto;Ectoparasitism
199712M-13N1Odolic;Bracon romani;Endo/Ecto;Ectoparasitism
199221P1-S1Oretic;Bracon romani;Endo/Ecto;Ectoparasitism
198841A1-44LOsamol;Bracon romani;Endo/Ecto;Ectoparasitism
198819A-20J1Onival;Bracon romani;Endo/Ecto;Ectoparasitism
199029V-WOdolic;Bracon romani;Endo/Ecto;Ectoparasitism
199037U1Olappl;Bracon romani;Endo/Ecto;Ectoparasitism
199222H-YOvaria;Bracon romani;Endo/Ecto;Ectoparasitism
199933D1-N1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
198278K1-79Oproxi;Bracon romani;Endo/Ecto;Ectoparasitism
198814A-KOretic;Bracon romani;Endo/Ecto;Ectoparasitism
198836R-37LOarcti;Bracon romani;Endo/Ecto;Ectoparasitism
199742A1-T1Ovimin;Bracon romani;Endo/Ecto;Ectoparasitism
199730W-E1Oglauc;Bracon romani;Endo/Ecto;Ectoparasitism
198855W-56ZElappc;Bracon romani;Endo/Ecto;Ectoparasitism
198452A-V1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199124J-MOretic;Bracon romani;Endo/Ecto;Ectoparasitism
199325A1-26RElappc;Bracon romani;Endo/Ecto;Ectoparasitism
199124E1-T1Oobscu;Bracon romani;Endo/Ecto;Ectoparasitism
199903A-S/A1-V1Okriec;Bracon romani;Endo/Ecto;Ectoparasitism
199731S-XOretic;Bracon romani;Endo/Ecto;Ectoparasitism
199915A-16NOnigri;Bracon romani;Endo/Ecto;Ectoparasitism
198820K1-V1Oglauc;Bracon romani;Endo/Ecto;Ectoparasitism
198829C1-Q1Olappl;Bracon romani;Endo/Ecto;Ectoparasitism
198849R-51V1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
199303UOlappl;Bracon romani;Endo/Ecto;Ectoparasitism
198937R1-V1Omacul;Bracon romani;Endo/Ecto;Ectoparasitism
199337M-RElappc;Bracon romani;Endo/Ecto;Ectoparasitism
199054A-QOnigri;Bracon romani;Endo/Ecto;Ectoparasitism
199424A1-F1Ohasta;Bracon romani;Endo/Ecto;Ectoparasitism
199029A1-30TOsamol;Bracon romani;Endo/Ecto;Ectoparasitism
199106A-J1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
199028A-COdolic;Bracon romani;Endo/Ecto;Ectoparasitism
199517A1-C1Oretic;Bracon romani;Endo/Ecto;Ectoparasitism
199217L-V1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199429G-MOfoeti;Bracon romani;Endo/Ecto;Ectoparasitism
199117A-C1Onival;Bracon romani;Endo/Ecto;Ectoparasitism
200041S1-V1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199110A-11QOmonti;Bracon romani;Endo/Ecto;Ectoparasitism
198259A-61V1Oretus;Bracon romani;Endo/Ecto;Ectoparasitism
199004U-5I1Ohasta;Bracon romani;Endo/Ecto;Ectoparasitism
199704V-V1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
198855A-UOmyrsi;Bracon romani;Endo/Ecto;Ectoparasitism
199031J-32V1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
198927G-TOfoeti;Bracon romani;Endo/Ecto;Ectoparasitism
198342A-43V1Omacul;Bracon romani;Endo/Ecto;Ectoparasitism
199731A1-I1Olappo;Bracon romani;Endo/Ecto;Ectoparasitism
199932P1-33ROvaria;Bracon romani;Endo/Ecto;Ectoparasitism
199045T-48QOmyrsi;Bracon romani;Endo/Ecto;Ectoparasitism
200026O-ZOvimin;Bracon romani;Endo/Ecto;Ectoparasitism
198924L-L1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
198934A-J1Onival;Bracon romani;Endo/Ecto;Ectoparasitism
198716A-C1Onigri;Bracon romani;Endo/Ecto;Ectoparasitism
198936D1-37EOnival;Bracon romani;Endo/Ecto;Ectoparasitism
199703T-Z+32H-TOglauc;Bracon romani;Endo/Ecto;Ectoparasitism
199511A-COobscu;Bracon romani;Endo/Ecto;Ectoparasitism
200042A-J1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199221J1-N1Oretus;Bracon romani;Endo/Ecto;Ectoparasitism
200042L1-V1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199207H-F1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
199425I-LObrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199327A-LOsamol;Bracon romani;Endo/Ecto;Ectoparasitism
199914K-WOkriec;Bracon romani;Endo/Ecto;Ectoparasitism
198454A-55V1Ohasta;Bracon romani;Endo/Ecto;Ectoparasitism
199044A-P1Olappo;Bracon romani;Endo/Ecto;Ectoparasitism
199053A-MOlappo;Bracon romani;Endo/Ecto;Ectoparasitism
199330H1-N1Odolic;Bracon romani;Endo/Ecto;Ectoparasitism
198878A-V1Obella;Bracon romani;Endo/Ecto;Ectoparasitism
199731H-QOhasta;Bracon romani;Endo/Ecto;Ectoparasitism
200045J1-46I1Oretic;Bracon romani;Endo/Ecto;Ectoparasitism
198256A1-V1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
199219A-KOvaria;Bracon romani;Endo/Ecto;Ectoparasitism
2004SZ69Osamol;Bracon romani;Endo/Ecto;Ectoparasitism
198268A-V1Omonti;Bracon romani;Endo/Ecto;Ectoparasitism
198859A1-60Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
198348A-V1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
200045G-VOvaria;Bracon romani;Endo/Ecto;Ectoparasitism
199033N-34XOglabr;Bracon romani;Endo/Ecto;Ectoparasitism
200030A1-T1Obridg;Bracon romani;Endo/Ecto;Ectoparasitism
198821A-23V1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
200204A-ZOaacut;Bracon romani;Endo/Ecto;Ectoparasitism
199337E1-L1Olappl;Bracon romani;Endo/Ecto;Ectoparasitism
199008A-ROherba;Bracon romani;Endo/Ecto;Ectoparasitism
200046K1-47WOretic;Bracon romani;Endo/Ecto;Ectoparasitism
198242A-H1Oobscu;Bracon romani;Endo/Ecto;Ectoparasitism
199429O-M1Oobscu;Bracon romani;Endo/Ecto;Ectoparasitism
199203A-B1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
198340A-41V1Oretic;Bracon romani;Endo/Ecto;Ectoparasitism
198864M-YElappc;Bracon romani;Endo/Ecto;Ectoparasitism
199934A-BOobscu;Bracon romani;Endo/Ecto;Ectoparasitism
198846A-49POretic;Bracon romani;Endo/Ecto;Ectoparasitism
198345A-V1Ohasta;Bracon romani;Endo/Ecto;Ectoparasitism
200043I-QObrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199220T-21H1Egemmh;Bracon romani;Endo/Ecto;Ectoparasitism
199204K1-5OOnigri;Bracon romani;Endo/Ecto;Ectoparasitism
199040L-MOlappl;Bracon romani;Endo/Ecto;Ectoparasitism
198436I1-37WObrevi;Bracon romani;Endo/Ecto;Ectoparasitism
199123A-24HObrevi;Bracon romani;Endo/Ecto;Ectoparasitism
198835A1-36POsamol;Bracon romani;Endo/Ecto;Ectoparasitism
199803B1-V1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
200027J-XOkriec;Bracon romani;Endo/Ecto;Ectoparasitism
199517A-XOretus;Bracon romani;Endo/Ecto;Ectoparasitism
199008T-9V1Oarcti;Bracon romani;Endo/Ecto;Ectoparasitism
200030N-YObridg;Bracon romani;Endo/Ecto;Ectoparasitism
2004SZ62Odolic;Bracon romani;Endo/Ecto;Ectoparasitism
198833A-35XOnival;Bracon romani;Endo/Ecto;Ectoparasitism
199109T-V1Ofoeti;Bracon romani;Endo/Ecto;Ectoparasitism
199707A-8GOretic;Bracon romani;Endo/Ecto;Ectoparasitism
199736H1-V1Ovimin;Bracon romani;Endo/Ecto;Ectoparasitism
199936I-PObrevi;Bracon romani;Endo/Ecto;Ectoparasitism
198257A-58V1Ovaria;Bracon romani;Endo/Ecto;Ectoparasitism
198845M-V1Oherba;Bracon romani;Endo/Ecto;Ectoparasitism
198271A1-V1Oobscu;Bracon romani;Endo/Ecto;Ectoparasitism
199219F1-20ROnival;Bracon romani;Endo/Ecto;Ectoparasitism
198355A-57V1Oretus;Bracon romani;Endo/Ecto;Ectoparasitism
199036A-37O1Osamol;Bracon romani;Endo/Ecto;Ectoparasitism
199937A-V1Oretic;Bracon romani;Endo/Ecto;Ectoparasitism
198831A-32V1Oglabr;Bracon romani;Endo/Ecto;Ectoparasitism
199042A-ZOglauc;Bracon romani;Endo/Ecto;Ectoparasitism
199116Y-O1Ohasta;Bracon romani;Endo/Ecto;Ectoparasitism
199933T-B1Obrevi;Bracon romani;Endo/Ecto;Ectoparasitism
198858L-59XOgalla;Campoplex sp.;Endo/Ecto;Endoparasitism
2001SZ6161Halien;Cteniscus dorsalis;Endo/Ecto;Ectoparasitism
2001SZ5959Heryth;Cteniscus dorsalis;Endo/Ecto;Ectoparasitism
2004SZ52Halien;Cteniscus dorsalis;Endo/Ecto;Ectoparasitism
2007SZ44Hspira;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199007R1-V1Odolic;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199416A1-V1Hpolit;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2006SZ27Hanoma;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2007SZ06Heryth;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2006SZ25Hpolit;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199401F1-Q1Hpruss;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2004SZ14Hangli;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2002SZ14Hplicd;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2001SZ1616Hplicg;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199004U-5I1Ohasta;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2003SZ02aHleuca;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2000SZ7Hangli;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2008SZ31Hnudip;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2003SZ26Hpscho;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199401A1-D1Hleuco;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2002SZ17Hspira;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2006SZ36Hpruss;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1996SZ44Hspira;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1997SZ64Hplicg;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2010SZ29Hplicl;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2001SZ1717Hnudip;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2007SZ05Halien;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2010SZ28Hsglau;Chrysocharis elongata;Endo/Ecto;Endoparasitism
19956bA-EHpolit;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1996SZ21Hplicd;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2010SZ20Hplicg;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1996SZ23Hcarin;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1999SZ53Hpruss;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2006SZ32Hangli;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2004SZ28Hacuti;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1997SZ65Hplicg;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2010SZ22Hacuti;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199223O1-24MHspirh;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1995SZYHplicd;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2007SZ04Hleuca;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199712M-13N1Odolic;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199506A-EHpolit;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199314V-B1Onigri;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199506A-E/bHpolit;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199412A1-G1Hspira;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2003SZ28Hpruss;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2004SZ29Hplicl;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199506J-RHleuca;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2010SZ27Hplicg;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1995SZTHcarin;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2006SZ43Hanoma;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2009SZ18Hpruss;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2005SZ17Hpruss;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1996SZ15Hleuca;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199404A-UHplicd;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199016A-17H1Omyrsi;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2007SZ46Hspira;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2006SZ30Hleuca;Chrysocharis elongata;Endo/Ecto;Endoparasitism
199052A-NOglauc;Chrysocharis elongata;Endo/Ecto;Endoparasitism
198531A-32V1Ospset;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2008SZ09Hplicg;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2009SZ24Halien;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2008SZ10Hnudip;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2001SZ3131Hplicg;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2003SZ15Hpolit;Chrysocharis elongata;Endo/Ecto;Endoparasitism
198829C1-Q1Olappl;Chrysocharis elongata;Endo/Ecto;Endoparasitism
1995SZBHalien;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2006SZ26Hanoma;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2009SZ20Hleuca;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2004SZ13Halien;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2001SZ2323Hnudip;Chrysocharis elongata;Endo/Ecto;Endoparasitism
2001SZ3838Hacuti;Chrysocharis elongata;Endo/Ecto;Endoparasitism
