"REARING_NUMBER";"original_name";"name_clear"
"199224O-D1Hplicg";"Salix glaucosericea";"Salix glaucosericea"
"199301A-2NEhasta";"Salix hastata";"Salix hastata"
"199301A-2NEhasta";"Euura hastatae";"Euura hastatae"
"199302D1-I1Elanat";"Euura lanatae";"Euura lanatae"
"199302D1-I1Elanat";"Salix lanata";"Salix lanata"
"199302K1-3HElappo";"Euura lappo";"Euura lappo"
"199302K1-3HElappo";"Salix lapponum";"Salix lapponum"
"199302P-B1Ohasta";"Salix hastata";"Salix hastata"
"199302P-B1Ohasta";"Pontania hastatae";"Pontania hastatae"
"199303B1-D1Onival";"Salix glauca";"Salix glauca"
"199303B1-D1Onival";"Pontania nivalis";"Pontania nivalis"
"199303F1-4LElanat";"Salix lanata";"Salix lanata"
"199303F1-4LElanat";"Euura lanatae";"Euura lanatae"
"199303J-SOsamol";"Pontania samolad";"Pontania samolad"
"199303J-SOsamol";"Salix lapponum";"Salix lapponum"
"199303UOlappl";"Salix lapponum";"Salix lapponum"
"199303UOlappl";"Pontania lapponicola";"Pontania lapponicola"
"199303W-ZEboreo";"Salix glauca";"Salix glauca"
"199303W-ZEboreo";"Euura boreoalpina";"Euura boreoalpina"
"199304J1-T1Ovaria";"Pontania varia";"Pontania varia"
"199304J1-T1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"199304N-H1Oglabr";"Salix lanata";"Salix lanata"
"199304N-H1Oglabr";"Pontania glabrifrons";"Pontania glabrifrons"
"199305A-OOarcti";"Salix phylicifolia";"Salix phylicifolia"
"199305A-OOarcti";"Pontania arcticornis";"Pontania arcticornis"
"199305D1-6LOmyrti";"Salix myrtilloides";"Salix myrtilloides"
"199305D1-6LOmyrti";"Pontania myrtilloidica";"Pontania myrtilloidica"
"199305QHischn";"Salix myrsinifolia";"Salix myrsinifolia"
"199305S-UElanat";"Euura lanatae";"Euura lanatae"
"199305S-UElanat";"Salix lanata";"Salix lanata"
"199305W-B1Elappo";"Euura lappo";"Euura lappo"
"199305W-B1Elappo";"Salix lapponum";"Salix lapponum"
"199306N-U1Ephyli";"Euura phylicifoliae";"Euura phylicifoliae"
"199306N-U1Ephyli";"Salix phylicifolia";"Salix phylicifolia"
"199307A-MOarcti";"Salix phylicifolia";"Salix phylicifolia"
"199307A-MOarcti";"Pontania arcticornis";"Pontania arcticornis"
"199307J1-K1Ohasta";"Pontania hastatae";"Pontania hastatae"
"199307J1-K1Ohasta";"Salix hastata";"Salix hastata"
"199307M1-V1Elanat";"Euura lanatae";"Euura lanatae"
"199307M1-V1Elanat";"Salix lanata";"Salix lanata"
"199307OOdolic";"Salix phylicifolia";"Salix phylicifolia"
"199307Q-H1Ehasta";"Salix hastata";"Salix hastata"
"199307Q-H1Ehasta";"Euura hastatae";"Euura hastatae"
"199308A-PElanat";"Euura lanatae";"Euura lanatae"
"199308A-PElanat";"Salix lanata";"Salix lanata"
"199308TOglabr";"Salix lanata";"Salix lanata"
"199308V-R1Elappo";"Euura lappo";"Euura lappo"
"199308V-R1Elappo";"Salix lapponum";"Salix lapponum"
"199309A-JOsamol";"Salix lapponum";"Salix lapponum"
"199309A-JOsamol";"Pontania samolad";"Pontania samolad"
"199309L-MOlappl";"Pontania lapponicola";"Pontania lapponicola"
"199309L-MOlappl";"Salix lapponum";"Salix lapponum"
"199309O-T1Eboreo";"Euura boreoalpina";"Euura boreoalpina"
"199309O-T1Eboreo";"Salix glauca";"Salix glauca"
"199310A-GOnival";"Pontania nivalis";"Pontania nivalis"
"199310A-GOnival";"Salix glauca";"Salix glauca"
"199310I-U1Eboreo";"Salix glauca";"Salix glauca"
"199310I-U1Eboreo";"Euura boreoalpina";"Euura boreoalpina"
"199311A-NOnival";"Salix glauca";"Salix glauca"
"199311A-NOnival";"Pontania nivalis";"Pontania nivalis"
"199311P-V1Ehasta";"Euura hastatae";"Euura hastatae"
"199311P-V1Ehasta";"Salix hastata";"Salix hastata"
"199312A-VOhasta";"Salix hastata";"Salix hastata"
"199312A-VOhasta";"Pontania hastatae";"Pontania hastatae"
"199312P1-13GOarcti";"Pontania arcticornis";"Pontania arcticornis"
"199312P1-13GOarcti";"Salix phylicifolia";"Salix phylicifolia"
"199312X-N1Ephyli";"Salix phylicifolia";"Salix phylicifolia"
"199313IHnudip";"Salix phylicifolia";"Salix phylicifolia"
"199313K-NOdolic";"Salix phylicifolia";"Salix phylicifolia"
"199313K-NOdolic";"Pontania dolichura";"Pontania dolichura"
"199313P-14PEmyrsi";"Salix myrsinifolia";"Salix myrsinifolia"
"199314D1-O1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"199314D1-O1Ovaria";"Pontania varia";"Pontania varia"
"199314Q1-R1Hleuco";"Salix caprea";"Salix caprea"
"199314R-THischn";"Phyllocolpa ischnocera";"Phyllocolpa ischnocera"
"199314R-THischn";"Salix myrsinifolia";"Salix myrsinifolia"
"199314V-B1Onigri";"Pontania nigricantis";"Pontania nigricantis"
"199314V-B1Onigri";"Salix myrsinifolia";"Salix myrsinifolia"
"199315A-HObridg";"Salix caprea";"Salix caprea"
"199315A-HObridg";"Pontania bridgmanii";"Pontania bridgmanii"
"199315J-PEvenus";"Euura venusta";"Euura venusta"
"199315J-PEvenus";"Salix caprea";"Salix caprea"
"199315R-XElappo";"Salix lapponum";"Salix lapponum"
"199315Y-ZElappc";"Salix lapponum";"Salix lapponum"
"199316A1-V1Hacuti";"Salix lapponum";"Salix lapponum"
"199318A1-V1Oglauc";"Pontania glaucae";"Pontania glaucae"
"199318A1-V1Oglauc";"Salix glauca";"Salix glauca"
"199319A-HOnival";"Salix glauca";"Salix glauca"
"199319A-HOnival";"Pontania nivalis";"Pontania nivalis"
"199319H1-I1Elappc";"Salix lapponum";"Salix lapponum"
"199319J-F1Elappo";"Euura lappo";"Euura lappo"
"199319J-F1Elappo";"Salix lapponum";"Salix lapponum"
"199319K1-T1Olappl";"Salix lapponum";"Salix lapponum"
"199319K1-T1Olappl";"Pontania lapponicola";"Pontania lapponicola"
"199319V1Hplicl";"Salix lapponum";"Salix lapponum"
"199320A-JElappc";"Salix lapponum";"Salix lapponum"
"199320A-JElappc";"Euura lapponica";"Euura lapponica"
"199320D1-G1Olappl";"Pontania lapponicola";"Pontania lapponicola"
"199320D1-G1Olappl";"Salix lapponum";"Salix lapponum"
"199320I1-P1Eboreo";"Euura boreoalpina";"Euura boreoalpina"
"199320I1-P1Eboreo";"Salix glauca";"Salix glauca"
"199320L-NElappo";"Salix lapponum";"Salix lapponum"
"199320L-NElappo";"Euura lappo";"Euura lappo"
"199320P-B1Osamol";"Salix lapponum";"Salix lapponum"
"199320P-B1Osamol";"Pontania samolad";"Pontania samolad"
"199321A-OElappc";"Euura lapponica";"Euura lapponica"
"199321A-OElappc";"Salix lapponum";"Salix lapponum"
"199321Q-22HElappo";"Euura lappo";"Euura lappo"
"199321Q-22HElappo";"Salix lapponum";"Salix lapponum"
"199322J-23MOlappl";"Pontania lapponicola";"Pontania lapponicola"
"199322J-23MOlappl";"Salix lapponum";"Salix lapponum"
"199323A1-V1Olappl";"Salix lapponum";"Salix lapponum"
"199323A1-V1Olappl";"Pontania lapponicola";"Pontania lapponicola"
"199323O-YHacuti";"Salix lapponum";"Salix lapponum"
"199324A-JElappo";"Salix lapponum";"Salix lapponum"
"199324A-JElappo";"Euura lappo";"Euura lappo"
"199324A1-O1Elanat";"Euura lanatae";"Euura lanatae"
"199324A1-O1Elanat";"Salix lanata";"Salix lanata"
"199324L-TElappc";"Euura lapponica";"Euura lapponica"
"199324L-TElappc";"Salix lapponum";"Salix lapponum"
"199324Q1-25DOglabr";"Salix lanata";"Salix lanata"
"199324Q1-25DOglabr";"Pontania glabrifrons";"Pontania glabrifrons"
"199324V-ZOdolic";"Pontania dolichura";"Pontania dolichura"
"199324V-ZOdolic";"Salix phylicifolia";"Salix phylicifolia"
"199325A1-26RElappc";"Salix lapponum";"Salix lapponum"
"199325A1-26RElappc";"Euura lapponica";"Euura lapponica"
"199325F-XEboreo";"Salix glauca";"Salix glauca"
"199326T-V1Elappo";"Salix lapponum";"Salix lapponum"
"199327A-LOsamol";"Salix lapponum";"Salix lapponum"
"199327A-LOsamol";"Pontania samolad";"Pontania samolad"
"199327N-SOlappo";"Pontania lapponica";"Pontania lapponica"
"199327N-SOlappo";"Salix lapponum";"Salix lapponum"
"199327U-28PEvenus";"Euura venusta";"Euura venusta"
"199327U-28PEvenus";"Salix caprea";"Salix caprea"
"199328A1-B1Ogalla";"Salix caprea";"Salix caprea"
"199328D1Hleuco";"Salix caprea";"Salix caprea"
"199328F1-L1Enigri";"Salix caprea";"Salix caprea"
"199328R-YObridg";"Salix caprea";"Salix caprea"
"199328R-YObridg";"Pontania bridgmanii";"Pontania bridgmanii"
"199329A-ZEboreo";"Salix glauca";"Salix glauca"
"199329A1-30SOglauc";"Salix glauca";"Salix glauca"
"199329A1-30SOglauc";"Pontania glaucae";"Pontania glaucae"
"199330H1-N1Odolic";"Salix phylicifolia";"Salix phylicifolia"
"199330H1-N1Odolic";"Pontania dolichura";"Pontania dolichura"
"199330P1-31GOarcti";"Pontania arcticornis";"Pontania arcticornis"
"199330P1-31GOarcti";"Salix phylicifolia";"Salix phylicifolia"
"199330U-F1Onival";"Salix glauca";"Salix glauca"
"199330U-F1Onival";"Pontania nivalis";"Pontania nivalis"
"199331F1-33UElappc";"Salix lapponum";"Salix lapponum"
"199331F1-33UElappc";"Euura lapponica";"Euura lapponica"
"199331I-RElanat";"Euura lanatae";"Euura lanatae"
"199331I-RElanat";"Salix lanata";"Salix lanata"
"199331T-D1Oglabr";"Pontania glabrifrons";"Pontania glabrifrons"
"199331T-D1Oglabr";"Salix lanata";"Salix lanata"
"199333W-34LElappo";"Salix lapponum";"Salix lapponum"
"199333W-34LElappo";"Euura lappo";"Euura lappo"
"199334N-P1Olappo";"Salix lapponum";"Salix lapponum"
"199334N-P1Olappo";"Pontania lapponica";"Pontania lapponica"
"199334R1-T1Olappl";"Pontania lapponicola";"Pontania lapponicola"
"199334R1-T1Olappl";"Salix lapponum";"Salix lapponum"
"199334V1Etesta";"Salix lapponum";"Salix lapponum"
"199335A-YEvenus";"Euura venusta";"Euura venusta"
"199335A-YEvenus";"Salix caprea";"Salix caprea"
"199335A1-B1Ogalla";"Salix caprea";"Salix caprea"
"199335A1-B1Ogalla";"Pontania gallarum";"Pontania gallarum"
"199335D1-36FEboreo";"Euura boreoalpina";"Euura boreoalpina"
"199335D1-36FEboreo";"Salix glauca";"Salix glauca"
"199336H-KOnival";"Salix glauca";"Salix glauca"
"199336H-KOnival";"Pontania nivalis";"Pontania nivalis"
"199336M-37KElappo";"Euura lappo";"Euura lappo"
"199336M-37KElappo";"Salix lapponum";"Salix lapponum"
"199337A1-C1Osamol";"Salix lapponum";"Salix lapponum"
"199337E1-L1Olappl";"Salix lapponum";"Salix lapponum"
"199337E1-L1Olappl";"Pontania lapponicola";"Pontania lapponicola"
"199337M-RElappc";"Salix lapponum";"Salix lapponum"
"199337M-RElappc";"Euura lapponica";"Euura lapponica"
"199337N1-38OEboreo";"Euura boreoalpina";"Euura boreoalpina"
"199337N1-38OEboreo";"Salix glauca";"Salix glauca"
"199337T-ZOlappo";"Salix lapponum";"Salix lapponum"
"199337T-ZOlappo";"Pontania lapponica";"Pontania lapponica"
"199338A1-39CElappo";"Euura lappo";"Euura lappo"
"199338A1-39CElappo";"Salix lapponum";"Salix lapponum"
"199338Q-ZOsamol";"Pontania samolad";"Pontania samolad"
"199338Q-ZOsamol";"Salix lapponum";"Salix lapponum"
"199339E-GElappc";"Euura lapponica";"Euura lapponica"
"199339E-GElappc";"Salix lapponum";"Salix lapponum"
"199339I-KOlappl";"Salix lapponum";"Salix lapponum"
"199339I-KOlappl";"Pontania lapponicola";"Pontania lapponicola"
"199339M-OOlappo";"Pontania lapponica";"Pontania lapponica"
"199339M-OOlappo";"Salix lapponum";"Salix lapponum"
"199339Q-WHacuti";"Salix lapponum";"Salix lapponum"
"199339Q-WHacuti";"Phyllocolpa acutiserra";"Phyllocolpa acutiserra"
"199401A1-D1Hleuco";"Phyllocolpa leucosticta";"Phyllocolpa leucosticta"
"199401A1-D1Hleuco";"Salix caprea";"Salix caprea"
"199401F1-Q1Hpruss";"Phyllocolpa prussica";"Phyllocolpa prussica"
"199401F1-Q1Hpruss";"Salix cinerea";"Salix cinerea"
"199401M-WHpruss";"Phyllocolpa prussica";"Phyllocolpa prussica"
"199401M-WHpruss";"Salix cinerea";"Salix cinerea"
"199404A-UHplicd";"Salix daphnoides";"Salix daphnoides"
"199404A-UHplicd";"Phyllocolpa plicadaphnoides";"Phyllocolpa plicadaphnoides"
"199404F1-I1Edaphn";"Salix daphnoides";"Salix daphnoides"
"199404F1-I1Edaphn";"Euura daphnoidica";"Euura daphnoidica"
"199404K1-5TEelaea";"Euura elaeagnos";"Euura elaeagnos"
"199404K1-5TEelaea";"Salix elaeagnos";"Salix elaeagnos"
"199404W-D1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"199404W-D1Oadaph";"Salix daphnoides";"Salix daphnoides"
"199405V-V1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"199405V-V1Eelaea";"Salix elaeagnos";"Salix elaeagnos"
"199406A-E1Hischn";"Salix mielichhoferi";"Salix mielichhoferi"
"199406A-E1Hischn";"Phyllocolpa ischnocera";"Phyllocolpa ischnocera"
"199406G1-7DOvaria";"Salix mielichhoferi";"Salix mielichhoferi"
"199406G1-7DOvaria";"Pontania varia";"Pontania varia"
"199407F-8WEmyrsi";"Salix mielichhoferi";"Salix mielichhoferi"
"199407F-8WEmyrsi";"Euura myrsinifoliae";"Euura myrsinifoliae"
"199408A1-9IHischn";"Salix mielichhoferi";"Salix mielichhoferi"
"199408A1-9IHischn";"Phyllocolpa ischnocera";"Phyllocolpa ischnocera"
"199409A1-10E1Onigri";"Pontania nigricantis";"Pontania nigricantis"
"199409A1-10E1Onigri";"Salix mielichhoferi";"Salix mielichhoferi"
"199409K-XOvaria";"Salix mielichhoferi";"Salix mielichhoferi"
"199409K-XOvaria";"Pontania varia";"Pontania varia"
"199410K1-V1Ehasta";"Euura hastatae";"Euura hastatae"
"199410K1-V1Ehasta";"Salix hastata";"Salix hastata"
"199411A-H1Egemmf";"Salix waldsteiniana";"Salix waldsteiniana"
"199411J1-12EOfoeti";"Pontania foetidae";"Pontania foetidae"
"199411J1-12EOfoeti";"Salix waldsteiniana";"Salix waldsteiniana"
"199412A1-G1Hspira";"Salix appendiculata";"Salix appendiculata"
"199412A1-G1Hspira";"Phyllocolpa spirappendiculata";"Phyllocolpa"
"199412G-JOobscu";"Salix waldsteiniana";"Salix waldsteiniana"
"199412G-JOobscu";"Pontania obscura";"Pontania obscura"
"199412I1-R1Ofoeti";"Salix waldsteiniana";"Salix waldsteiniana"
"199412I1-R1Ofoeti";"Pontania foetidae";"Pontania foetidae"
"199412L-XEmyrsi";"Euura myrsinifoliae";"Euura myrsinifoliae"
"199412L-XEmyrsi";"Salix myrsinifolia";"Salix myrsinifolia"
"199412T1-V1Oobscu";"Salix waldsteiniana";"Salix waldsteiniana"
"199412T1-V1Oobscu";"Pontania obscura";"Pontania obscura"
"199413A-M1Omonti";"Salix waldsteiniana";"Salix waldsteiniana"
"199413A-M1Omonti";"Pontania montivaga";"Pontania montivaga"
"199413O1-V1Egemmf";"Euura gemmafoetidae";"Euura gemmafoetidae"
"199413O1-V1Egemmf";"Salix waldsteiniana";"Salix waldsteiniana"
"199414A-BHplicd";"Phyllocolpa plicadaphnoides";"Phyllocolpa plicadaphnoides"
"199414A-BHplicd";"Salix daphnoides";"Salix daphnoides"
"199414D-REdaphn";"Salix daphnoides";"Salix daphnoides"
"199414D-REdaphn";"Euura daphnoidica";"Euura daphnoidica"
"199414D1-15ZOproxi";"Salix fragilis";"Salix fragilis"
"199414D1-15ZOproxi";"Pontania proxima";"Pontania proxima"
"199414T-B1Oadaph";"Salix daphnoides";"Salix daphnoides"
"199414T-B1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"199415A1-16MOvesic";"Pontania vesicator";"Pontania vesicator"
"199415A1-16MOvesic";"Salix purpurea";"Salix purpurea"
"199416A1-V1Hpolit";"Phyllocolpa polita";"Phyllocolpa polita"
"199416A1-V1Hpolit";"Salix purpurea";"Salix purpurea"
"199416O-VOvimin";"Salix purpurea";"Salix purpurea"
"199416O-VOvimin";"Pontania viminalis";"Pontania viminalis"
"199417A-HHplicd";"Phyllocolpa plicadaphnoides";"Phyllocolpa plicadaphnoides"
"199417A-HHplicd";"Salix daphnoides";"Salix daphnoides"
"199417A1-E1Okriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"199417A1-E1Okriec";"Salix elaeagnos";"Salix elaeagnos"
"199417I1-Q1Obridg";"Salix appendiculata";"Salix appendiculata"
"199417I1-Q1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"199417J-WOadaph";"Salix daphnoides";"Salix daphnoides"
"199417J-WOadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"199418A-I1Eelaea";"Salix elaeagnos";"Salix elaeagnos"
"199418A-I1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"199418K1-19YEelaea";"Salix elaeagnos";"Salix elaeagnos"
"199418K1-19YEelaea";"Euura elaeagnos";"Euura elaeagnos"
"199420A-KEpurpu";"Salix purpurea";"Salix purpurea"
"199420A-KEpurpu";"Euura purpureae";"Euura purpureae"
"199420A1-U1Ovimin";"Salix purpurea";"Salix purpurea"
"199420A1-U1Ovimin";"Pontania viminalis";"Pontania viminalis"
"199420M-ZOvesic";"Pontania vesicator";"Pontania vesicator"
"199420M-ZOvesic";"Salix purpurea";"Salix purpurea"
"199421A-O1Ovesic";"Salix purpurea";"Salix purpurea"
"199421A-O1Ovesic";"Pontania vesicator";"Pontania vesicator"
"199421Q1-R1Egemmh";"Salix helvetica";"Salix helvetica"
"199422A-23C1Egemmh";"Salix helvetica";"Salix helvetica"
"199422A-23C1Egemmh";"Euura gemmahelveticae";"Euura gemmahelveticae"
"199423E1-H1Omacul";"Pontania maculosa";"Pontania maculosa"
"199423E1-H1Omacul";"Salix helvetica";"Salix helvetica"
"199423J1-S1Eboreo";"Salix glaucosericea";"Salix glaucosericea"
"199423J1-S1Eboreo";"Euura boreoalpina";"Euura boreoalpina"
"199424A-POnival";"Salix glaucosericea";"Salix glaucosericea"
"199424A-POnival";"Pontania nivalis";"Pontania nivalis"
"199424A1-F1Ohasta";"Pontania hastatae";"Pontania hastatae"
"199424A1-F1Ohasta";"Salix hastata";"Salix hastata"
"199424H1-O1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"199424H1-O1Ovaria";"Pontania varia";"Pontania varia"
"199424Q1-V1Egemmh";"Euura gemmahelveticae";"Euura gemmahelveticae"
"199424Q1-V1Egemmh";"Salix helvetica";"Salix helvetica"
"199424R-XEhasta";"Euura hastatae";"Euura hastatae"
"199424R-XEhasta";"Salix hastata";"Salix hastata"
"199425A-BOhasta";"Salix hastata";"Salix hastata"
"199425A-BOhasta";"Pontania hastatae";"Pontania hastatae"
"199425A1-D1Egemmf";"Salix foetida";"Salix foetida"
"199425A1-D1Egemmf";"Euura gemmafoetidae";"Euura gemmafoetidae"
"199425D-GEhasta";"Salix hastata";"Salix hastata"
"199425D-GEhasta";"Euura hastatae";"Euura hastatae"
"199425F1-V1Ovimin";"Salix purpurea";"Salix purpurea"
"199425F1-V1Ovimin";"Pontania viminalis";"Pontania viminalis"
"199425I-LObrevi";"Pontania breviserratae";"Pontania breviserratae"
"199425I-LObrevi";"Salix breviserrata";"Salix breviserrata"
"199425N-YOfoeti";"Pontania foetidae";"Pontania foetidae"
"199425N-YOfoeti";"Salix foetida";"Salix foetida"
"199426A-K1Epurpu";"Salix purpurea";"Salix purpurea"
"199426A-K1Epurpu";"Euura purpureae";"Euura purpureae"
"199426M1-27MOadaph";"Salix daphnoides";"Salix daphnoides"
"199426M1-27MOadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"199427O-QEdaphn";"Salix daphnoides";"Salix daphnoides"
"199427O-QEdaphn";"Euura daphnoidica";"Euura daphnoidica"
"199427S-V1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"199427S-V1Oadaph";"Salix daphnoides";"Salix daphnoides"
"199428A-TOvesic";"Pontania vesicator";"Pontania vesicator"
"199428A-TOvesic";"Salix purpurea";"Salix purpurea"
"199428I1-V1Ohasta";"Pontania hastatae";"Pontania hastatae"
"199428I1-V1Ohasta";"Salix hastata";"Salix hastata"
"199428V-G1Epurpu";"Salix purpurea";"Salix purpurea"
"199428V-G1Epurpu";"Euura purpureae";"Euura purpureae"
"199429A-EOretus";"Salix retusa";"Salix retusa"
"199429A-EOretus";"Pontania retusae";"Pontania retusae"
"199429G-MOfoeti";"Pontania foetidae";"Pontania foetidae"
"199429G-MOfoeti";"Salix foetida";"Salix foetida"
"199429O-M1Oobscu";"Salix foetida";"Salix foetida"
"199429O-M1Oobscu";"Pontania obscura";"Pontania obscura"
"199429O1-30COkriec";"Salix elaeagnos";"Salix elaeagnos"
"199429O1-30COkriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"199430A-COkriec";"Salix elaeagnos";"Salix elaeagnos"
"199430E-TOvesic";"Salix purpurea";"Salix purpurea"
"199430E-TOvesic";"Pontania vesicator";"Pontania vesicator"
"199430V-31VEelaea";"Euura elaeagnos";"Euura elaeagnos"
"199430V-31VEelaea";"Salix elaeagnos";"Salix elaeagnos"
"199431M1-T1Epurpu";"Salix purpurea";"Salix purpurea"
"199431M1-T1Epurpu";"Euura purpureae";"Euura purpureae"
"199431X-K1Ovimin";"Salix purpurea";"Salix purpurea"
"199431X-K1Ovimin";"Pontania viminalis";"Pontania viminalis"
"199432A-VOvimin";"Salix purpurea";"Salix purpurea"
"199432A-VOvimin";"Pontania viminalis";"Pontania viminalis"
"199432A1-33IEelaea";"Euura elaeagnos";"Euura elaeagnos"
"199432A1-33IEelaea";"Salix elaeagnos";"Salix elaeagnos"
"199433A-IEelaea";"Salix elaeagnos";"Salix elaeagnos"
"199433K-NOkriec";"Salix elaeagnos";"Salix elaeagnos"
"199433K-NOkriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"199433P-SEdaphn";"Salix daphnoides";"Salix daphnoides"
"199433P-SEdaphn";"Euura daphnoidica";"Euura daphnoidica"
"199433Q1-34UEpurpu";"Euura purpureae";"Euura purpureae"
"199433Q1-34UEpurpu";"Salix purpurea";"Salix purpurea"
"199433U-O1Oadaph";"Salix daphnoides";"Salix daphnoides"
"199433U-O1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"199435A-ZEmucro";"Salix aurita";"Salix aurita"
"199435A-ZEmucro";"Euura mucronata";"Euura mucronata"
"199436A-BEatraa";"Salix alba";"Salix alba"
"199436A-BEatraa";"Euura atra";"Euura atra"
"199436D-VEatraa";"Salix alba";"Salix alba"
"199436D-VEatraa";"Euura atra";"Euura atra"
"199436XEangus";"Salix viminalis";"Salix viminalis"
"199452A-LEatraa";"Salix alba";"Salix alba"
"199452A-LEatraa";"Euura atra";"Euura atra"
"199452O-TEpurpu";"Euura purpureae";"Euura purpureae"
"199452O-TEpurpu";"Salix purpurea";"Salix purpurea"
"199500A-V1Hangli";"Salix viminalis";"Salix viminalis"
"199506A-E/aHpolit";"Salix purpurea";"Salix purpurea"
"199506A-E/bHpolit";"Phyllocolpa polita";"Phyllocolpa polita"
"199506A-E/bHpolit";"Salix purpurea";"Salix purpurea"
"199506A-EHpolit";"Phyllocolpa polita";"Phyllocolpa polita"
"199506A-EHpolit";"Salix purpurea";"Salix purpurea"
"199506A1-7CHleuca";"Salix cinerea";"Salix cinerea"
"199506A1-7CHleuca";"Phyllocolpa leucapsis";"Phyllocolpa leucapsis"
"199506aA-EHpolit";"Salix purpurea";"Salix purpurea"
"199506G-HHoblit";"Salix fragilis";"Salix fragilis"
"199506J-RHleuca";"Salix cinerea";"Salix cinerea"
"199506J-RHleuca";"Phyllocolpa leucapsis";"Phyllocolpa leucapsis"
"199506S-UHpolit";"Phyllocolpa polita";"Phyllocolpa polita"
